Date;30.10.2025
Time;17.10.45
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
39;0.07;-2.71;-0.03;2;-80;-1;19.67;2
40;-0.03;-2.47;-0.17;-1;-73;-5;19.67;2
41;0.00;-2.54;-0.14;0;-75;-4;19.67;2
42;0.00;-2.71;-0.17;0;-80;-5;19.61;2
43;0.07;-2.81;-0.14;2;-83;-4;19.54;2
44;0.10;-2.61;-0.07;3;-77;-2;19.87;2
45;0.00;-2.68;-0.17;0;-79;-5;19.61;2
46;0.00;-2.71;-0.14;0;-80;-4;19.61;2
47;-0.07;-2.68;-0.14;-2;-79;-4;19.61;2
48;-0.03;-2.58;-0.14;-1;-76;-4;19.74;2
49;0.03;-2.61;-0.17;1;-77;-5;19.54;2
50;0.07;-2.58;-0.10;2;-76;-3;19.41;2
51;-0.10;-2.58;-0.20;-3;-76;-6;19.67;2
52;0.00;-2.61;-0.10;0;-77;-3;19.47;2
53;-0.07;-2.78;-0.20;-2;-82;-6;19.67;2
54;-0.07;-2.58;-0.14;-2;-76;-4;19.61;2
55;-0.10;-2.58;-0.17;-3;-76;-5;19.54;2
56;-0.07;-2.58;-0.20;-2;-76;-6;19.61;2
57;0.07;-2.64;-0.17;2;-78;-5;19.74;2
58;-0.34;-2.64;-0.07;-10;-78;-2;19.74;2
59;0.03;-2.61;-0.14;1;-77;-4;19.61;2
60;0.10;-2.64;-0.17;3;-78;-5;19.80;2
61;-0.07;-2.75;-0.14;-2;-81;-4;19.61;2
62;0.07;-2.75;-0.10;2;-81;-3;19.93;2
63;0.10;-2.58;-0.14;3;-76;-4;19.80;2
64;0.10;-2.71;-0.10;3;-80;-3;19.54;2
65;0.07;-2.61;-0.20;2;-77;-6;19.67;2
66;-0.03;-2.68;-0.17;-1;-79;-5;19.61;2
67;0.03;-2.58;-0.10;1;-76;-3;19.61;2
68;-0.20;-2.58;-0.20;-6;-76;-6;19.61;2
69;-0.03;-2.64;-0.24;-1;-78;-7;19.80;2
70;0.07;-2.61;-0.10;2;-77;-3;19.54;2
71;0.00;-2.68;-0.10;0;-79;-3;19.47;2
72;0.03;-2.68;-0.14;1;-79;-4;19.61;2
73;-0.03;-2.58;-0.17;-1;-76;-5;19.74;2
74;-0.10;-2.68;-0.17;-3;-79;-5;19.34;2
75;0.07;-2.64;-0.17;2;-78;-5;19.54;2
76;-0.14;-2.58;-0.07;-4;-76;-2;19.74;2
77;0.14;-2.64;-0.10;4;-78;-3;19.34;2
78;0.10;-2.64;-0.07;3;-78;-2;19.74;2
79;0.03;-2.68;-0.10;1;-79;-3;19.67;2
80;0.00;-2.71;-0.14;0;-80;-4;19.74;2
81;0.14;-2.61;-0.14;4;-77;-4;19.47;2
82;0.03;-2.61;-0.10;1;-77;-3;19.67;2
83;0.17;-2.64;-0.17;5;-78;-5;19.61;2
84;0.14;-2.68;-0.20;4;-79;-6;19.61;2
85;0.03;-2.58;-0.10;1;-76;-3;19.67;2
86;0.03;-2.64;-0.10;1;-78;-3;19.61;2
87;-0.07;-2.54;-0.20;-2;-75;-6;19.61;2
88;-0.03;-2.68;-0.14;-1;-79;-4;19.67;2
89;0.03;-2.51;-0.10;1;-74;-3;19.54;2
90;0.03;-2.78;-0.14;1;-82;-4;19.67;2
91;-0.03;-2.51;-0.17;-1;-74;-5;19.61;2
92;0.00;-2.71;-0.10;0;-80;-3;19.61;2
93;-0.07;-2.68;-0.20;-2;-79;-6;19.61;2
94;0.00;-2.75;-0.17;0;-81;-5;19.74;2
95;-0.07;-2.68;-0.14;-2;-79;-4;19.80;2
96;-0.10;-2.61;-0.10;-3;-77;-3;19.87;2
97;0.03;-2.61;-0.17;1;-77;-5;19.67;2
98;0.07;-2.61;-0.17;2;-77;-5;19.67;2
99;0.10;-2.47;-0.14;3;-73;-4;19.54;2
100;0.07;-2.64;-0.07;2;-78;-2;19.54;2
101;0.10;-2.58;-0.10;3;-76;-3;19.67;2
102;0.03;-2.75;-0.10;1;-81;-3;19.67;2
103;-0.07;-2.71;-0.10;-2;-80;-3;19.61;2
104;0.07;-2.68;-0.10;2;-79;-3;19.54;2
105;-0.03;-2.78;-0.17;-1;-82;-5;19.34;2
106;0.00;-2.58;-0.10;0;-76;-3;19.74;2
107;0.00;-2.78;-0.14;0;-82;-4;19.54;2
108;0.10;-2.88;-0.17;3;-85;-5;19.74;2
109;-0.10;-2.68;-0.14;-3;-79;-4;19.74;2
110;-0.10;-2.68;-0.10;-3;-79;-3;19.34;2
111;-0.17;-2.64;-0.10;-5;-78;-3;19.80;2
112;0.00;-2.61;-0.20;0;-77;-6;19.47;2
113;-0.07;-2.58;-0.14;-2;-76;-4;19.61;2
114;0.07;-2.58;-0.07;2;-76;-2;19.54;2
115;-0.07;-2.64;-0.10;-2;-78;-3;19.41;2
116;0.00;-2.54;-0.10;0;-75;-3;19.41;2
117;0.10;-2.78;-0.20;3;-82;-6;19.61;2
118;-0.10;-2.68;-0.17;-3;-79;-5;19.28;2
119;0.00;-2.85;-0.10;0;-84;-3;19.61;2
120;0.00;-2.71;-0.17;0;-80;-5;19.41;2
121;-0.07;-2.68;-0.20;-2;-79;-6;19.61;2
122;-0.17;-2.58;-0.17;-5;-76;-5;19.80;2
123;0.20;-2.75;-0.07;6;-81;-2;19.47;2
124;0.03;-2.68;-0.14;1;-79;-4;19.61;2
125;0.03;-2.61;-0.10;1;-77;-3;19.67;2
126;-0.03;-2.68;-0.07;-1;-79;-2;19.34;2
127;0.03;-2.58;-0.17;1;-76;-5;19.54;2
128;0.10;-2.51;-0.10;3;-74;-3;19.67;2
129;0.00;-2.68;-0.20;0;-79;-6;19.61;2
130;0.20;-2.75;-0.10;6;-81;-3;19.34;2
131;-0.03;-2.58;-0.17;-1;-76;-5;19.67;2
132;0.00;-2.64;-0.17;0;-78;-5;19.61;2
133;0.00;-2.78;-0.20;0;-82;-6;19.47;2
134;0.03;-2.58;-0.20;1;-76;-6;19.67;2
135;0.03;-2.75;-0.17;1;-81;-5;19.54;2
136;-0.03;-2.85;-0.10;-1;-84;-3;19.61;2
137;-0.20;-2.58;-0.10;-6;-76;-3;19.47;2
138;-0.10;-2.61;-0.20;-3;-77;-6;19.47;2
139;0.03;-2.51;-0.17;1;-74;-5;19.80;2
140;0.07;-2.61;-0.20;2;-77;-6;19.47;2
141;-0.10;-2.68;-0.14;-3;-79;-4;19.80;2
142;0.03;-2.75;-0.14;1;-81;-4;19.54;2
143;-0.17;-2.64;-0.14;-5;-78;-4;19.61;2
144;0.14;-2.58;-0.14;4;-76;-4;19.54;2
145;0.03;-2.71;-0.17;1;-80;-5;19.41;2
146;-0.17;-2.85;-0.14;-5;-84;-4;19.67;2
147;0.10;-2.51;-0.20;3;-74;-6;20.07;2
148;0.10;-2.61;-0.20;3;-77;-6;19.93;2
149;0.00;-2.75;-0.20;0;-81;-6;19.41;2
150;0.03;-2.68;-0.17;1;-79;-5;19.41;2
151;0.03;-2.47;-0.14;1;-73;-4;19.54;2
152;0.07;-2.71;-0.10;2;-80;-3;19.54;2
153;0.10;-2.58;-0.10;3;-76;-3;19.67;2
154;0.10;-2.58;-0.14;3;-76;-4;19.61;2
155;0.10;-2.68;-0.17;3;-79;-5;19.61;2
156;0.10;-2.68;-0.10;3;-79;-3;19.54;2
157;0.03;-2.71;-0.10;1;-80;-3;19.74;2
158;-0.03;-2.75;-0.10;-1;-81;-3;19.47;2
159;-0.10;-2.71;-0.17;-3;-80;-5;19.41;2
160;-0.10;-2.68;-0.07;-3;-79;-2;19.54;2
161;0.07;-2.75;-0.17;2;-81;-5;19.61;2
162;-0.03;-2.68;-0.20;-1;-79;-6;19.54;2
163;0.10;-2.68;-0.10;3;-79;-3;19.54;2
164;0.03;-2.58;-0.10;1;-76;-3;19.74;2
165;0.07;-2.54;-0.07;2;-75;-2;19.47;2
166;-0.07;-2.68;-0.14;-2;-79;-4;19.67;2
167;0.10;-2.75;-0.10;3;-81;-3;19.67;2
168;0.10;-2.68;-0.20;3;-79;-6;19.80;2
169;0.07;-2.68;-0.20;2;-79;-6;19.74;2
170;0.07;-2.75;-0.10;2;-81;-3;19.34;2
171;0.00;-2.85;-0.20;0;-84;-6;19.54;2
172;-0.07;-2.71;-0.20;-2;-80;-6;19.61;2
173;0.00;-2.58;-0.17;0;-76;-5;19.61;2
174;-0.03;-2.78;-0.07;-1;-82;-2;19.54;2
175;0.14;-2.71;0.00;4;-80;0;19.61;2
176;-0.03;-2.75;-0.14;-1;-81;-4;19.54;2
177;0.00;-2.75;-0.20;0;-81;-6;19.54;2
178;-0.03;-2.58;-0.24;-1;-76;-7;19.54;2
179;0.27;-2.54;-0.17;8;-75;-5;19.61;2
180;-0.03;-2.58;-0.24;-1;-76;-7;19.93;2
181;0.00;-2.64;-0.10;0;-78;-3;19.41;2
182;0.07;-2.54;-0.17;2;-75;-5;19.47;2
183;0.10;-2.68;-0.17;3;-79;-5;19.47;2
184;-0.07;-2.68;-0.17;-2;-79;-5;19.67;2
185;0.03;-2.68;-0.14;1;-79;-4;19.61;2
186;-0.03;-2.68;-0.17;-1;-79;-5;19.80;2
187;0.14;-2.68;-0.10;4;-79;-3;19.67;2
188;0.17;-2.75;-0.10;5;-81;-3;19.47;2
189;0.20;-2.71;-0.14;6;-80;-4;19.41;2
190;0.10;-2.58;-0.14;3;-76;-4;19.47;2
191;0.03;-2.64;-0.14;1;-78;-4;19.61;2
192;0.00;-2.75;-0.20;0;-81;-6;19.61;2
193;-0.10;-2.71;-0.14;-3;-80;-4;19.47;2
194;-0.03;-2.75;-0.17;-1;-81;-5;19.47;2
195;0.10;-2.54;-0.17;3;-75;-5;19.74;2
196;0.07;-2.68;-0.10;2;-79;-3;19.61;2
197;0.07;-2.64;-0.17;2;-78;-5;19.61;2
198;0.10;-2.61;-0.10;3;-77;-3;19.67;2
199;-0.07;-2.68;-0.14;-2;-79;-4;19.61;2
200;-0.03;-2.68;-0.14;-1;-79;-4;19.74;2
201;-0.03;-2.64;-0.10;-1;-78;-3;19.54;2
202;0.03;-2.75;-0.20;1;-81;-6;19.54;2
203;-0.14;-2.64;-0.17;-4;-78;-5;19.54;2
204;0.07;-2.68;-0.14;2;-79;-4;19.67;2
205;-0.03;-2.68;-0.14;-1;-79;-4;19.61;2
206;-0.14;-2.61;-0.24;-4;-77;-7;19.54;2
207;0.10;-2.58;-0.17;3;-76;-5;19.28;2
208;0.00;-2.61;-0.14;0;-77;-4;19.61;2
209;-0.03;-2.58;-0.10;-1;-76;-3;19.61;2
210;0.03;-2.68;-0.20;1;-79;-6;19.41;2
211;-0.10;-2.75;-0.14;-3;-81;-4;19.74;2
212;0.03;-2.64;-0.17;1;-78;-5;19.47;2
213;0.00;-2.64;-0.14;0;-78;-4;19.47;2
214;0.03;-2.64;-0.10;1;-78;-3;19.67;2
215;0.03;-2.64;-0.10;1;-78;-3;19.61;2
216;-0.10;-2.85;-0.07;-3;-84;-2;19.54;2
217;0.00;-2.75;-0.17;0;-81;-5;19.47;2
218;0.03;-2.68;-0.14;1;-79;-4;19.74;2
219;-0.03;-2.54;-0.24;-1;-75;-7;19.80;2
220;0.00;-2.61;-0.10;0;-77;-3;19.61;2
221;0.03;-2.68;-0.17;1;-79;-5;19.54;2
222;-0.10;-2.81;-0.14;-3;-83;-4;19.61;2
223;0.10;-2.44;-0.24;3;-72;-7;19.54;2
224;0.00;-2.75;-0.17;0;-81;-5;19.74;2
225;0.07;-2.75;-0.17;2;-81;-5;19.54;2
226;-0.17;-2.51;-0.24;-5;-74;-7;19.74;2
227;-0.07;-2.61;-0.14;-2;-77;-4;19.67;2
228;0.10;-2.64;-0.17;3;-78;-5;19.47;2
229;0.00;-2.71;-0.10;0;-80;-3;19.67;2
230;0.03;-2.71;-0.17;1;-80;-5;19.61;2
231;0.14;-2.75;-0.17;4;-81;-5;19.74;2
232;-0.10;-2.75;-0.17;-3;-81;-5;19.61;2
233;0.14;-2.64;-0.14;4;-78;-4;19.80;2
234;-0.03;-2.64;-0.10;-1;-78;-3;19.67;2
235;0.00;-2.64;-0.20;0;-78;-6;19.74;2
236;0.03;-2.54;-0.20;1;-75;-6;19.74;2
237;0.00;-2.68;-0.07;0;-79;-2;19.47;2
238;0.00;-2.58;-0.31;0;-76;-9;19.54;2
239;0.07;-2.58;-0.20;2;-76;-6;19.67;2
240;0.07;-2.64;-0.20;2;-78;-6;19.74;2
241;0.00;-2.68;-0.14;0;-79;-4;19.47;2
242;0.07;-2.47;-0.10;2;-73;-3;19.54;2
243;0.03;-2.61;-0.17;1;-77;-5;19.47;2
244;0.10;-2.58;-0.03;3;-76;-1;19.61;2
245;-0.03;-2.61;-0.17;-1;-77;-5;19.61;2
246;-0.03;-2.75;-0.20;-1;-81;-6;19.54;2
247;0.00;-2.68;-0.10;0;-79;-3;19.61;2
248;0.00;-2.81;-0.10;0;-83;-3;19.67;2
249;0.03;-2.64;-0.20;1;-78;-6;19.61;2
250;0.03;-2.75;-0.10;1;-81;-3;19.54;2
251;0.00;-2.51;-0.14;0;-74;-4;19.54;2
252;0.00;-2.81;-0.10;0;-83;-3;19.61;2
253;-0.10;-2.81;-0.17;-3;-83;-5;19.61;2
254;0.10;-2.64;-0.17;3;-78;-5;19.61;2
255;-0.14;-2.75;-0.20;-4;-81;-6;19.67;2
256;-0.03;-2.54;-0.17;-1;-75;-5;19.67;2
257;-0.10;-2.64;-0.14;-3;-78;-4;19.67;2
258;-0.03;-2.64;-0.20;-1;-78;-6;19.61;2
259;0.03;-2.75;-0.24;1;-81;-7;19.54;2
260;0.03;-2.64;-0.14;1;-78;-4;19.61;2
261;0.00;-2.64;-0.10;0;-78;-3;19.41;2
262;-0.07;-2.78;-0.20;-2;-82;-6;19.67;2
263;0.03;-2.68;-0.20;1;-79;-6;19.47;2
264;0.07;-2.78;-0.17;2;-82;-5;19.34;2
265;0.00;-2.75;-0.14;0;-81;-4;19.61;2
266;0.10;-2.61;-0.10;3;-77;-3;19.67;2
267;0.07;-2.54;-0.24;2;-75;-7;19.61;2
268;-0.07;-2.68;-0.14;-2;-79;-4;19.61;2
269;-0.07;-2.68;-0.10;-2;-79;-3;19.41;2
270;0.03;-2.61;-0.14;1;-77;-4;19.74;2
271;0.00;-2.64;-0.20;0;-78;-6;19.41;2
272;-0.03;-2.68;-0.07;-1;-79;-2;19.74;2
273;0.00;-2.71;-0.14;0;-80;-4;19.67;2
274;-0.03;-2.58;-0.17;-1;-76;-5;20.07;2
275;0.03;-2.58;-0.07;1;-76;-2;19.61;2
276;0.00;-2.75;-0.07;0;-81;-2;19.61;2
277;-0.03;-2.71;-0.10;-1;-80;-3;19.41;2
278;0.10;-2.68;-0.14;3;-79;-4;19.47;2
279;0.00;-2.54;-0.17;0;-75;-5;19.41;2
280;0.14;-2.78;-0.10;4;-82;-3;19.47;2
281;-0.10;-2.54;-0.10;-3;-75;-3;19.54;2
282;0.07;-2.54;-0.20;2;-75;-6;19.67;2
283;-0.07;-2.75;-0.07;-2;-81;-2;19.61;2
284;0.00;-2.75;-0.24;0;-81;-7;19.47;2
285;0.14;-2.64;-0.03;4;-78;-1;19.61;2
286;-0.03;-2.71;-0.17;-1;-80;-5;19.41;2
287;0.03;-2.61;-0.14;1;-77;-4;19.61;2
288;0.10;-2.68;-0.10;3;-79;-3;19.41;2
289;0.00;-2.71;-0.17;0;-80;-5;19.61;2
290;-0.03;-2.64;-0.14;-1;-78;-4;19.54;2
291;-0.03;-2.54;-0.14;-1;-75;-4;19.61;2
292;0.00;-2.64;-0.07;0;-78;-2;19.67;2
293;0.00;-2.75;-0.07;0;-81;-2;19.67;2
294;-0.07;-2.58;-0.17;-2;-76;-5;19.54;2
295;0.03;-2.78;-0.17;1;-82;-5;19.47;2
296;0.24;-2.64;-0.17;7;-78;-5;19.54;2
297;0.03;-2.75;-0.20;1;-81;-6;19.54;2
298;0.10;-2.54;-0.17;3;-75;-5;19.47;2
299;0.00;-2.58;-0.10;0;-76;-3;19.41;2
300;0.14;-2.61;-0.17;4;-77;-5;19.47;2
301;0.14;-2.58;-0.20;4;-76;-6;19.74;2
302;-0.07;-2.64;-0.20;-2;-78;-6;19.61;2
303;0.03;-2.71;-0.10;1;-80;-3;19.47;2
304;-0.07;-2.61;-0.14;-2;-77;-4;19.67;2
305;0.10;-2.47;-0.20;3;-73;-6;19.54;2
306;-0.10;-2.54;-0.17;-3;-75;-5;19.54;2
307;0.10;-2.68;-0.10;3;-79;-3;19.80;2
308;0.10;-2.47;-0.03;3;-73;-1;19.61;2
309;0.00;-2.64;-0.14;0;-78;-4;19.54;2
310;-0.07;-2.64;-0.10;-2;-78;-3;19.61;2
311;0.03;-2.68;-0.10;1;-79;-3;19.28;2
312;0.03;-2.68;-0.14;1;-79;-4;19.61;2
313;0.14;-2.64;-0.14;4;-78;-4;19.41;2
314;0.00;-2.71;-0.03;0;-80;-1;19.54;2
315;0.03;-2.61;-0.20;1;-77;-6;19.67;2
316;0.00;-2.61;-0.14;0;-77;-4;19.54;2
317;-0.17;-2.68;-0.10;-5;-79;-3;19.74;2
318;0.03;-2.71;-0.17;1;-80;-5;19.61;2
319;0.00;-2.78;-0.17;0;-82;-5;19.61;2
320;0.00;-2.64;-0.24;0;-78;-7;19.61;2
321;-0.03;-2.68;-0.17;-1;-79;-5;19.41;2
322;-0.07;-2.58;-0.10;-2;-76;-3;19.41;2
323;0.00;-2.71;-0.17;0;-80;-5;19.61;2
324;-0.10;-2.71;-0.17;-3;-80;-5;19.47;2
325;0.07;-2.64;-0.24;2;-78;-7;19.74;2
326;-0.10;-2.61;-0.14;-3;-77;-4;19.61;2
327;-0.07;-2.61;-0.24;-2;-77;-7;19.80;2
328;-0.10;-2.68;-0.20;-3;-79;-6;19.74;2
329;0.07;-2.64;-0.07;2;-78;-2;19.41;2
330;0.03;-2.61;-0.10;1;-77;-3;19.67;2
331;-0.03;-2.75;-0.17;-1;-81;-5;19.80;2
332;0.03;-2.68;-0.03;1;-79;-1;19.41;2
333;0.03;-2.58;-0.20;1;-76;-6;19.93;2
334;0.10;-2.75;-0.20;3;-81;-6;19.54;2
335;0.07;-2.51;-0.17;2;-74;-5;19.54;2
336;0.03;-2.81;-0.17;1;-83;-5;19.54;2
337;-0.03;-2.85;-0.14;-1;-84;-4;19.80;2
338;-0.03;-2.68;-0.17;-1;-79;-5;19.67;2
339;0.10;-2.81;-0.20;3;-83;-6;19.34;2
340;-0.07;-2.61;-0.20;-2;-77;-6;19.54;2
341;0.00;-2.64;-0.10;0;-78;-3;19.54;2
342;0.03;-2.68;-0.14;1;-79;-4;19.74;2
343;-0.27;-2.47;-0.14;-8;-73;-4;19.87;2
344;0.07;-2.68;-0.20;2;-79;-6;19.67;2
345;-0.17;-2.71;-0.14;-5;-80;-4;19.61;2
346;0.03;-2.64;-0.17;1;-78;-5;19.41;2
347;-0.14;-2.58;-0.14;-4;-76;-4;19.47;2
348;-0.03;-2.64;-0.07;-1;-78;-2;19.80;2
349;0.07;-2.61;-0.07;2;-77;-2;19.61;2
350;-0.03;-2.54;-0.20;-1;-75;-6;19.54;2
351;-0.03;-2.81;-0.20;-1;-83;-6;19.54;2
352;-0.07;-2.78;-0.14;-2;-82;-4;19.80;2
353;0.03;-2.64;-0.14;1;-78;-4;19.74;2
354;0.03;-2.68;-0.17;1;-79;-5;19.61;2
355;-0.03;-2.61;-0.17;-1;-77;-5;19.54;2
356;0.00;-2.61;-0.14;0;-77;-4;19.54;2
357;-0.03;-2.58;-0.17;-1;-76;-5;19.74;2
358;0.07;-2.64;-0.17;2;-78;-5;19.74;2
359;0.10;-2.64;-0.20;3;-78;-6;19.47;2
360;-0.03;-2.54;-0.10;-1;-75;-3;19.74;2
361;-0.10;-2.64;-0.10;-3;-78;-3;19.54;2
362;0.10;-2.75;-0.17;3;-81;-5;19.61;2
363;-0.07;-2.64;-0.10;-2;-78;-3;19.34;2
364;0.03;-2.61;-0.17;1;-77;-5;19.61;2
365;0.14;-2.64;-0.20;4;-78;-6;19.41;2
366;-0.03;-2.61;-0.24;-1;-77;-7;19.93;2
367;0.07;-2.61;-0.10;2;-77;-3;19.67;2
368;0.03;-2.61;-0.17;1;-77;-5;19.41;2
369;0.00;-2.61;-0.14;0;-77;-4;19.61;2
370;-0.14;-2.64;-0.17;-4;-78;-5;19.54;2
371;0.07;-2.71;-0.20;2;-80;-6;19.61;2
372;0.03;-2.78;-0.14;1;-82;-4;19.67;2
373;0.03;-2.71;-0.20;1;-80;-6;19.47;2
374;-0.03;-2.64;-0.20;-1;-78;-6;19.54;2
375;0.00;-2.54;-0.14;0;-75;-4;19.61;2
376;0.07;-2.58;-0.07;2;-76;-2;19.54;2
377;0.03;-2.75;-0.24;1;-81;-7;19.54;2
378;-0.24;-2.71;-0.14;-7;-80;-4;19.54;2
379;-0.03;-2.78;-0.17;-1;-82;-5;19.54;2
380;-0.07;-2.64;-0.24;-2;-78;-7;19.87;2
381;0.00;-2.75;-0.14;0;-81;-4;19.67;2
382;0.00;-2.64;-0.14;0;-78;-4;19.41;2
383;0.03;-2.71;-0.14;1;-80;-4;19.47;2
384;-0.10;-2.54;-0.17;-3;-75;-5;19.54;2
385;0.10;-2.58;-0.10;3;-76;-3;19.74;2
386;0.24;-2.54;-0.24;7;-75;-7;19.87;2
387;-0.14;-2.78;-0.10;-4;-82;-3;19.67;2
388;0.07;-2.64;-0.17;2;-78;-5;19.28;2
389;0.00;-2.78;-0.17;0;-82;-5;19.47;2
390;-0.03;-2.64;-0.14;-1;-78;-4;19.47;2
391;-0.03;-2.61;-0.10;-1;-77;-3;19.54;2
392;-0.20;-2.68;-0.24;-6;-79;-7;19.54;2
393;0.07;-2.51;-0.10;2;-74;-3;19.74;2
394;0.03;-2.54;-0.10;1;-75;-3;19.34;2
395;0.10;-2.44;-0.14;3;-72;-4;19.61;2
396;0.00;-2.71;-0.17;0;-80;-5;19.80;2
397;-0.10;-2.61;-0.07;-3;-77;-2;19.61;2
398;-0.07;-2.54;-0.10;-2;-75;-3;19.47;2
399;0.03;-2.71;-0.20;1;-80;-6;19.67;2
400;-0.03;-2.75;-0.14;-1;-81;-4;19.74;2
401;0.03;-2.54;-0.07;1;-75;-2;19.54;2
402;0.03;-2.54;-0.17;1;-75;-5;19.61;2
403;-0.07;-2.71;-0.17;-2;-80;-5;19.74;2
404;0.03;-2.68;-0.14;1;-79;-4;19.54;2
405;-0.03;-2.92;-0.10;-1;-86;-3;19.67;2
406;0.07;-2.61;-0.10;2;-77;-3;19.54;2
407;0.03;-2.68;-0.10;1;-79;-3;19.61;2
408;0.07;-2.68;-0.17;2;-79;-5;19.54;2
409;-0.24;-2.58;-0.14;-7;-76;-4;19.74;2
410;0.07;-2.68;-0.24;2;-79;-7;19.67;2
411;-0.03;-2.54;-0.07;-1;-75;-2;19.54;2
412;0.07;-2.68;-0.10;2;-79;-3;19.74;2
413;0.03;-2.54;-0.10;1;-75;-3;19.61;2
414;-0.07;-2.68;-0.17;-2;-79;-5;19.61;2
415;0.03;-2.64;-0.10;1;-78;-3;19.67;2
416;0.00;-2.75;-0.07;0;-81;-2;19.61;2
417;0.07;-2.61;-0.20;2;-77;-6;19.74;2
418;-0.07;-2.78;-0.20;-2;-82;-6;19.67;2
419;0.03;-2.71;-0.14;1;-80;-4;19.47;2
420;0.03;-2.68;-0.24;1;-79;-7;19.47;2
421;-0.14;-2.58;-0.10;-4;-76;-3;19.54;2
422;0.07;-2.68;-0.20;2;-79;-6;19.28;2
423;-0.17;-2.58;-0.10;-5;-76;-3;19.61;2
424;-0.03;-2.64;-0.20;-1;-78;-6;19.41;2
425;0.14;-2.54;-0.20;4;-75;-6;19.61;2
426;0.00;-2.75;-0.10;0;-81;-3;19.87;2
427;0.17;-2.75;-0.24;5;-81;-7;19.61;2
428;0.07;-2.68;-0.17;2;-79;-5;19.54;2
429;0.07;-2.68;-0.10;2;-79;-3;19.34;2
430;-0.10;-2.68;-0.10;-3;-79;-3;19.41;2
431;0.07;-2.71;-0.17;2;-80;-5;19.47;2
432;0.00;-2.71;-0.10;0;-80;-3;19.93;2
433;0.00;-2.71;-0.20;0;-80;-6;19.61;2
434;0.03;-2.64;-0.17;1;-78;-5;19.54;2
435;-0.14;-2.71;-0.14;-4;-80;-4;19.74;2
436;-0.03;-2.75;-0.07;-1;-81;-2;19.61;2
437;0.00;-2.58;-0.14;0;-76;-4;19.74;2
438;0.07;-2.64;-0.14;2;-78;-4;19.74;2
439;-0.03;-2.64;-0.14;-1;-78;-4;19.67;2
440;-0.03;-2.71;-0.20;-1;-80;-6;19.54;2
441;-0.03;-2.85;-0.24;-1;-84;-7;19.41;2
442;0.00;-2.58;-0.10;0;-76;-3;19.74;2
443;0.00;-2.64;-0.24;0;-78;-7;19.54;2
444;-0.10;-2.68;-0.10;-3;-79;-3;19.34;2
445;-0.07;-2.64;-0.07;-2;-78;-2;19.54;2
446;-0.03;-2.68;-0.17;-1;-79;-5;19.54;2
447;-0.07;-2.71;-0.14;-2;-80;-4;19.61;2
