Date;30.10.2025
Time;17.06.11
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
104;-1.66;-16.44;-0.17;-49;-485;-5;19.67;2
105;-1.83;-16.47;-0.07;-54;-486;-2;19.61;2
106;-1.69;-16.54;-0.07;-50;-488;-2;19.41;2
107;-1.80;-16.31;-0.07;-53;-481;-2;20.00;2
108;-1.80;-16.31;-0.10;-53;-481;-3;19.54;2
109;-1.80;-16.47;-0.14;-53;-486;-4;19.74;2
110;-1.93;-16.47;-0.14;-57;-486;-4;19.87;2
111;-1.73;-16.37;-0.17;-51;-483;-5;19.74;2
112;-1.69;-16.47;-0.14;-50;-486;-4;19.54;2
113;-1.73;-16.37;-0.17;-51;-483;-5;19.41;2
114;-1.83;-16.44;-0.07;-54;-485;-2;19.54;2
115;-1.73;-16.41;-0.24;-51;-484;-7;19.67;2
116;-1.86;-16.34;-0.07;-55;-482;-2;19.61;2
117;-1.80;-16.37;-0.17;-53;-483;-5;19.54;2
118;-1.76;-16.51;-0.07;-52;-487;-2;19.61;2
119;-1.76;-16.47;-0.10;-52;-486;-3;19.61;2
120;-1.66;-16.34;-0.07;-49;-482;-2;19.61;2
121;-1.66;-16.34;-0.14;-49;-482;-4;19.54;2
122;-1.56;-16.24;-0.17;-46;-479;-5;19.67;2
123;-1.86;-16.47;-0.17;-55;-486;-5;19.80;2
124;-1.66;-16.44;-0.14;-49;-485;-4;19.61;2
125;-1.86;-16.47;-0.14;-55;-486;-4;19.61;2
126;-1.80;-16.47;-0.07;-53;-486;-2;19.74;2
127;-1.80;-16.44;-0.07;-53;-485;-2;19.80;2
128;-1.80;-16.44;0.00;-53;-485;0;19.54;2
129;-1.63;-16.31;-0.14;-48;-481;-4;19.80;2
130;-1.83;-16.41;-0.10;-54;-484;-3;19.80;2
131;-1.69;-16.47;-0.17;-50;-486;-5;19.41;2
132;-1.69;-16.47;-0.14;-50;-486;-4;19.80;2
133;-1.66;-16.37;-0.10;-49;-483;-3;19.74;2
134;-1.66;-16.41;-0.07;-49;-484;-2;19.74;2
135;-1.80;-16.37;-0.17;-53;-483;-5;19.74;2
136;-1.80;-16.41;-0.07;-53;-484;-2;19.87;2
137;-1.83;-16.34;-0.17;-54;-482;-5;19.87;2
138;-1.93;-16.51;-0.14;-57;-487;-4;19.74;2
139;-1.83;-16.34;-0.10;-54;-482;-3;19.80;2
140;-1.73;-16.44;-0.10;-51;-485;-3;19.74;2
141;-1.80;-16.44;-0.20;-53;-485;-6;19.47;2
142;-1.80;-16.51;-0.17;-53;-487;-5;19.61;2
143;-1.90;-16.51;-0.03;-56;-487;-1;19.61;2
144;-1.80;-16.37;-0.17;-53;-483;-5;19.67;2
145;-2.00;-16.34;-0.07;-59;-482;-2;19.61;2
146;-1.66;-16.51;-0.20;-49;-487;-6;19.80;2
147;-1.76;-16.37;-0.17;-52;-483;-5;19.61;2
148;-1.63;-16.34;-0.17;-48;-482;-5;19.61;2
149;-1.83;-16.24;-0.07;-54;-479;-2;19.87;2
150;-1.66;-16.37;-0.10;-49;-483;-3;19.87;2
151;-1.76;-16.41;-0.14;-52;-484;-4;19.67;2
152;-1.83;-16.37;-0.17;-54;-483;-5;19.87;2
153;-1.83;-16.41;-0.14;-54;-484;-4;19.67;2
154;-1.80;-16.41;-0.10;-53;-484;-3;19.54;2
155;-1.86;-16.44;-0.14;-55;-485;-4;19.67;2
156;-1.73;-16.54;-0.07;-51;-488;-2;19.61;2
157;-1.76;-16.34;-0.10;-52;-482;-3;19.67;2
158;-1.76;-16.44;-0.17;-52;-485;-5;19.80;2
159;-1.83;-16.27;-0.10;-54;-480;-3;19.54;2
160;-1.73;-16.58;-0.10;-51;-489;-3;19.80;2
161;-1.73;-16.31;-0.07;-51;-481;-2;19.54;2
162;-1.59;-16.51;-0.10;-47;-487;-3;19.74;2
163;-1.86;-16.31;-0.14;-55;-481;-4;19.67;2
164;-1.69;-16.41;-0.14;-50;-484;-4;19.61;2
165;-1.59;-16.41;-0.14;-47;-484;-4;19.74;2
166;-1.69;-16.58;-0.10;-50;-489;-3;19.74;2
167;-1.86;-16.47;-0.14;-55;-486;-4;19.61;2
168;-1.90;-16.41;-0.14;-56;-484;-4;19.61;2
169;-1.69;-16.41;-0.03;-50;-484;-1;19.61;2
170;-1.73;-16.41;-0.14;-51;-484;-4;19.54;2
171;-1.83;-16.31;-0.03;-54;-481;-1;19.47;2
172;-1.66;-16.51;-0.10;-49;-487;-3;19.47;2
173;-1.83;-16.47;-0.07;-54;-486;-2;19.80;2
174;-1.83;-16.34;-0.17;-54;-482;-5;19.74;2
175;-1.76;-16.37;-0.07;-52;-483;-2;19.61;2
176;-1.63;-16.47;-0.07;-48;-486;-2;19.61;2
177;-1.97;-16.44;-0.14;-58;-485;-4;19.34;2
178;-1.90;-16.47;-0.07;-56;-486;-2;20.00;2
179;-1.73;-16.44;-0.07;-51;-485;-2;19.54;2
180;-1.69;-16.37;-0.20;-50;-483;-6;19.61;2
181;-1.76;-16.44;-0.03;-52;-485;-1;19.74;2
182;-1.80;-16.37;-0.10;-53;-483;-3;19.74;2
183;-1.69;-16.37;-0.07;-50;-483;-2;19.80;2
184;-1.66;-16.34;-0.10;-49;-482;-3;19.74;2
185;-1.80;-16.41;0.00;-53;-484;0;19.41;2
186;-1.86;-16.41;-0.14;-55;-484;-4;19.67;2
187;-1.83;-16.34;-0.17;-54;-482;-5;19.67;2
188;-1.69;-16.41;-0.14;-50;-484;-4;19.80;2
189;-1.69;-16.27;-0.03;-50;-480;-1;19.74;2
190;-1.73;-16.44;-0.10;-51;-485;-3;19.67;2
191;-1.76;-16.51;-0.07;-52;-487;-2;19.74;2
192;-1.83;-16.34;-0.24;-54;-482;-7;19.93;2
193;-1.69;-16.44;-0.10;-50;-485;-3;19.80;2
194;-1.80;-16.44;-0.10;-53;-485;-3;19.54;2
195;-1.83;-16.34;-0.07;-54;-482;-2;19.74;2
196;-1.86;-16.47;-0.07;-55;-486;-2;19.80;2
197;-1.69;-16.41;-0.14;-50;-484;-4;19.54;2
198;-1.73;-16.47;-0.07;-51;-486;-2;19.80;2
199;-1.80;-16.41;-0.17;-53;-484;-5;19.80;2
200;-1.73;-16.51;-0.14;-51;-487;-4;19.74;2
201;-1.83;-16.41;-0.10;-54;-484;-3;19.74;2
202;-1.80;-16.44;-0.14;-53;-485;-4;19.61;2
203;-1.66;-16.41;-0.10;-49;-484;-3;19.47;2
204;-1.69;-16.41;-0.07;-50;-484;-2;19.41;2
205;-1.66;-16.47;-0.07;-49;-486;-2;19.61;2
206;-1.73;-16.47;-0.10;-51;-486;-3;19.80;2
207;-1.69;-16.34;-0.24;-50;-482;-7;19.61;2
208;-1.73;-16.51;-0.10;-51;-487;-3;19.74;2
209;-1.90;-16.37;-0.14;-56;-483;-4;19.41;2
210;-1.80;-16.44;-0.14;-53;-485;-4;19.67;2
211;-1.86;-16.58;-0.10;-55;-489;-3;19.80;2
212;-1.83;-16.51;-0.10;-54;-487;-3;19.74;2
213;-1.80;-16.51;-0.10;-53;-487;-3;19.61;2
214;-1.76;-16.64;-0.10;-52;-491;-3;19.80;2
215;-1.83;-16.44;-0.07;-54;-485;-2;20.07;2
216;-1.63;-16.44;-0.14;-48;-485;-4;19.80;2
217;-1.73;-16.44;-0.07;-51;-485;-2;19.67;2
218;-1.83;-16.31;-0.17;-54;-481;-5;19.61;2
219;-1.73;-16.34;-0.03;-51;-482;-1;19.74;2
220;-1.73;-16.54;-0.10;-51;-488;-3;19.61;2
221;-1.73;-16.54;-0.07;-51;-488;-2;19.74;2
222;-1.83;-16.41;-0.14;-54;-484;-4;19.67;2
223;-1.76;-16.44;-0.10;-52;-485;-3;19.80;2
224;-1.59;-16.47;-0.10;-47;-486;-3;19.54;2
225;-1.80;-16.51;-0.17;-53;-487;-5;19.80;2
226;-1.76;-16.51;-0.07;-52;-487;-2;19.61;2
227;-1.83;-16.41;-0.03;-54;-484;-1;19.54;2
228;-1.66;-16.41;-0.14;-49;-484;-4;19.54;2
229;-1.76;-16.44;-0.10;-52;-485;-3;19.67;2
230;-1.73;-16.51;-0.14;-51;-487;-4;19.54;2
231;-1.83;-16.47;-0.10;-54;-486;-3;19.61;2
232;-1.76;-16.44;-0.14;-52;-485;-4;19.34;2
233;-1.76;-16.31;-0.14;-52;-481;-4;19.61;2
234;-1.90;-16.44;-0.14;-56;-485;-4;19.34;2
235;-1.83;-16.37;-0.14;-54;-483;-4;19.54;2
236;-1.63;-16.37;-0.03;-48;-483;-1;20.00;2
237;-1.80;-16.44;-0.07;-53;-485;-2;19.61;2
238;-1.86;-16.37;-0.10;-55;-483;-3;19.67;2
239;-1.73;-16.34;0.00;-51;-482;0;19.87;2
240;-1.66;-16.44;-0.10;-49;-485;-3;19.67;2
241;-1.83;-16.44;-0.10;-54;-485;-3;19.80;2
242;-1.76;-16.41;-0.07;-52;-484;-2;19.80;2
243;-1.76;-16.41;-0.17;-52;-484;-5;19.80;2
244;-1.83;-16.44;-0.10;-54;-485;-3;19.93;2
245;-1.66;-16.54;-0.10;-49;-488;-3;19.61;2
246;-1.90;-16.54;-0.14;-56;-488;-4;19.87;2
247;-1.66;-16.47;-0.07;-49;-486;-2;19.67;2
248;-1.66;-16.27;-0.10;-49;-480;-3;19.67;2
249;-1.69;-16.37;-0.10;-50;-483;-3;19.74;2
250;-1.80;-16.47;-0.17;-53;-486;-5;19.80;2
251;-1.80;-16.44;-0.07;-53;-485;-2;19.67;2
252;-1.80;-16.37;-0.07;-53;-483;-2;19.67;2
253;-1.86;-16.41;-0.17;-55;-484;-5;19.61;2
254;-1.83;-16.47;-0.14;-54;-486;-4;19.80;2
255;-1.80;-16.47;-0.07;-53;-486;-2;19.74;2
256;-1.93;-16.31;-0.10;-57;-481;-3;19.80;2
257;-1.80;-16.41;-0.07;-53;-484;-2;19.67;2
258;-1.83;-16.37;-0.10;-54;-483;-3;19.74;2
259;-1.73;-16.31;-0.17;-51;-481;-5;19.74;2
260;-1.59;-16.37;-0.17;-47;-483;-5;19.80;2
261;-1.83;-16.41;-0.07;-54;-484;-2;19.80;2
262;-1.73;-16.34;-0.17;-51;-482;-5;20.07;2
263;-1.66;-16.44;-0.10;-49;-485;-3;19.47;2
264;-1.80;-16.41;-0.10;-53;-484;-3;19.87;2
265;-1.80;-16.37;-0.24;-53;-483;-7;19.80;2
266;-1.73;-16.34;-0.07;-51;-482;-2;19.80;2
267;-1.63;-16.37;-0.07;-48;-483;-2;19.61;2
268;-1.80;-16.51;-0.14;-53;-487;-4;19.61;2
269;-1.90;-16.47;-0.14;-56;-486;-4;19.41;2
270;-1.83;-16.47;-0.17;-54;-486;-5;19.61;2
271;-1.69;-16.61;-0.07;-50;-490;-2;19.54;2
272;-1.76;-16.51;-0.07;-52;-487;-2;19.54;2
273;-1.73;-16.24;-0.07;-51;-479;-2;19.80;2
274;-1.80;-16.44;-0.17;-53;-485;-5;19.61;2
275;-1.86;-16.47;-0.10;-55;-486;-3;19.74;2
276;-1.76;-16.41;-0.07;-52;-484;-2;19.61;2
277;-1.69;-16.41;-0.10;-50;-484;-3;19.80;2
278;-1.86;-16.44;-0.10;-55;-485;-3;19.67;2
279;-1.93;-16.37;-0.10;-57;-483;-3;19.74;2
280;-1.93;-16.47;-0.14;-57;-486;-4;19.67;2
281;-1.80;-16.58;-0.07;-53;-489;-2;19.61;2
282;-1.86;-16.47;-0.10;-55;-486;-3;19.67;2
283;-1.69;-16.37;0.00;-50;-483;0;19.80;2
284;-1.73;-16.51;-0.07;-51;-487;-2;19.67;2
285;-1.76;-16.41;-0.10;-52;-484;-3;19.61;2
286;-1.76;-16.44;-0.17;-52;-485;-5;19.87;2
287;-1.90;-16.54;0.00;-56;-488;0;19.74;2
288;-1.73;-16.51;-0.07;-51;-487;-2;19.54;2
289;-1.90;-16.41;-0.10;-56;-484;-3;19.41;2
290;-1.93;-16.34;-0.20;-57;-482;-6;19.47;2
291;-1.83;-16.41;-0.14;-54;-484;-4;19.87;2
292;-1.76;-16.44;-0.17;-52;-485;-5;19.74;2
293;-1.73;-16.41;-0.17;-51;-484;-5;19.80;2
294;-1.80;-16.44;-0.07;-53;-485;-2;20.00;2
295;-1.69;-16.44;-0.14;-50;-485;-4;19.54;2
296;-1.80;-16.51;-0.14;-53;-487;-4;19.67;2
297;-1.66;-16.44;-0.10;-49;-485;-3;19.93;2
298;-1.83;-16.44;-0.10;-54;-485;-3;19.54;2
299;-1.59;-16.58;-0.17;-47;-489;-5;19.61;2
300;-1.69;-16.34;-0.10;-50;-482;-3;19.34;2
301;-1.69;-16.47;-0.10;-50;-486;-3;19.80;2
302;-1.83;-16.47;-0.14;-54;-486;-4;19.87;2
303;-1.63;-16.54;-0.14;-48;-488;-4;19.61;2
304;-1.83;-16.34;-0.10;-54;-482;-3;19.54;2
305;-1.63;-16.51;-0.20;-48;-487;-6;19.74;2
306;-1.63;-16.37;-0.17;-48;-483;-5;19.61;2
307;-1.73;-16.41;-0.07;-51;-484;-2;19.74;2
308;-1.86;-16.41;-0.07;-55;-484;-2;19.61;2
309;-1.97;-16.47;-0.17;-58;-486;-5;19.67;2
310;-1.73;-16.34;-0.24;-51;-482;-7;19.54;2
311;-1.80;-16.47;-0.07;-53;-486;-2;20.00;2
312;-1.73;-16.41;-0.10;-51;-484;-3;19.47;2
313;-1.86;-16.51;-0.14;-55;-487;-4;19.61;2
314;-1.56;-16.41;-0.14;-46;-484;-4;19.74;2
315;-1.90;-16.44;-0.07;-56;-485;-2;19.74;2
316;-1.90;-16.51;-0.07;-56;-487;-2;19.47;2
317;-1.80;-16.41;-0.03;-53;-484;-1;19.54;2
318;-1.63;-16.41;-0.07;-48;-484;-2;19.87;2
319;-1.63;-16.54;-0.14;-48;-488;-4;19.93;2
320;-1.83;-16.54;-0.10;-54;-488;-3;19.67;2
321;-1.66;-16.58;-0.07;-49;-489;-2;19.74;2
322;-1.69;-16.34;-0.07;-50;-482;-2;19.61;2
323;-1.66;-16.31;-0.10;-49;-481;-3;19.41;2
324;-1.86;-16.54;-0.10;-55;-488;-3;19.61;2
325;-1.66;-16.37;-0.14;-49;-483;-4;19.21;2
326;-1.86;-16.51;-0.07;-55;-487;-2;19.67;2
327;-1.69;-16.41;-0.17;-50;-484;-5;19.34;2
328;-1.86;-16.44;-0.14;-55;-485;-4;19.61;2
329;-1.76;-16.41;-0.17;-52;-484;-5;19.61;2
330;-1.80;-16.41;-0.10;-53;-484;-3;19.67;2
331;-1.66;-16.37;-0.07;-49;-483;-2;19.67;2
332;-1.83;-16.47;-0.14;-54;-486;-4;19.67;2
333;-1.63;-16.44;-0.10;-48;-485;-3;19.61;2
334;-1.66;-16.51;-0.10;-49;-487;-3;19.61;2
335;-1.86;-16.51;-0.17;-55;-487;-5;19.61;2
336;-1.63;-16.34;-0.10;-48;-482;-3;19.74;2
337;-1.69;-16.41;-0.10;-50;-484;-3;19.61;2
338;-1.86;-16.54;-0.17;-55;-488;-5;19.61;2
339;-1.83;-16.44;-0.10;-54;-485;-3;19.61;2
340;-1.76;-16.31;0.00;-52;-481;0;19.67;2
341;-1.63;-16.44;-0.07;-48;-485;-2;19.41;2
342;-1.80;-16.37;-0.07;-53;-483;-2;19.80;2
343;-1.83;-16.41;-0.20;-54;-484;-6;19.87;2
344;-1.83;-16.37;-0.10;-54;-483;-3;19.87;2
345;-1.90;-16.47;-0.10;-56;-486;-3;19.54;2
346;-1.73;-16.47;-0.14;-51;-486;-4;19.61;2
347;-1.73;-16.44;-0.17;-51;-485;-5;19.47;2
348;-1.80;-16.58;-0.07;-53;-489;-2;19.74;2
349;-1.76;-16.44;-0.14;-52;-485;-4;19.80;2
350;-1.69;-16.44;-0.14;-50;-485;-4;19.61;2
351;-1.73;-16.51;-0.03;-51;-487;-1;19.54;2
352;-1.69;-16.41;-0.07;-50;-484;-2;19.54;2
353;-1.86;-16.34;-0.14;-55;-482;-4;19.74;2
354;-1.76;-16.31;-0.10;-52;-481;-3;19.67;2
355;-1.80;-16.47;-0.10;-53;-486;-3;19.67;2
356;-1.80;-16.41;-0.10;-53;-484;-3;19.80;2
357;-1.76;-16.54;-0.14;-52;-488;-4;19.80;2
358;-1.69;-16.31;-0.24;-50;-481;-7;19.61;2
359;-1.73;-16.47;-0.10;-51;-486;-3;19.61;2
360;-1.76;-16.54;-0.07;-52;-488;-2;19.67;2
361;-1.86;-16.51;-0.07;-55;-487;-2;19.54;2
362;-1.63;-16.34;-0.03;-48;-482;-1;19.54;2
363;-1.76;-16.37;-0.07;-52;-483;-2;20.00;2
364;-1.90;-16.41;-0.07;-56;-484;-2;19.61;2
365;-1.90;-16.44;-0.10;-56;-485;-3;19.80;2
366;-1.73;-16.34;-0.14;-51;-482;-4;19.67;2
367;-1.93;-16.41;-0.17;-57;-484;-5;19.67;2
368;-1.69;-16.54;-0.14;-50;-488;-4;19.80;2
369;-1.83;-16.37;-0.07;-54;-483;-2;19.74;2
370;-1.83;-16.41;-0.10;-54;-484;-3;19.61;2
371;-1.86;-16.51;-0.07;-55;-487;-2;19.47;2
372;-1.69;-16.37;-0.14;-50;-483;-4;19.47;2
373;-1.80;-16.44;-0.07;-53;-485;-2;19.80;2
374;-1.69;-16.41;-0.07;-50;-484;-2;19.93;2
375;-1.80;-16.34;-0.17;-53;-482;-5;19.80;2
376;-1.80;-16.41;-0.07;-53;-484;-2;19.74;2
377;-1.76;-16.47;-0.07;-52;-486;-2;19.54;2
378;-1.90;-16.41;-0.07;-56;-484;-2;19.87;2
379;-1.83;-16.41;-0.17;-54;-484;-5;19.80;2
380;-1.66;-16.37;-0.14;-49;-483;-4;19.67;2
381;-1.80;-16.41;-0.10;-53;-484;-3;19.80;2
382;-1.90;-16.51;-0.20;-56;-487;-6;19.80;2
383;-1.90;-16.27;-0.14;-56;-480;-4;19.47;2
384;-1.80;-16.37;-0.14;-53;-483;-4;19.54;2
385;-1.69;-16.54;-0.14;-50;-488;-4;19.67;2
386;-1.80;-16.44;-0.10;-53;-485;-3;19.54;2
387;-1.80;-16.44;-0.10;-53;-485;-3;19.47;2
388;-1.90;-16.44;-0.20;-56;-485;-6;19.61;2
389;-1.83;-16.47;-0.10;-54;-486;-3;19.74;2
390;-1.69;-16.51;-0.03;-50;-487;-1;19.74;2
391;-1.80;-16.34;-0.17;-53;-482;-5;19.61;2
392;-1.86;-16.51;-0.10;-55;-487;-3;19.80;2
393;-1.73;-16.34;-0.10;-51;-482;-3;19.80;2
394;-1.69;-16.47;-0.17;-50;-486;-5;19.54;2
395;-1.73;-16.44;-0.10;-51;-485;-3;19.67;2
396;-1.80;-16.37;-0.07;-53;-483;-2;19.54;2
397;-1.90;-16.44;-0.07;-56;-485;-2;19.41;2
398;-1.76;-16.47;-0.07;-52;-486;-2;19.74;2
399;-1.86;-16.44;-0.10;-55;-485;-3;19.67;2
400;-1.73;-16.47;-0.14;-51;-486;-4;19.67;2
401;-1.69;-16.54;0.00;-50;-488;0;19.67;2
402;-1.76;-16.24;-0.14;-52;-479;-4;19.80;2
403;-1.80;-16.41;-0.17;-53;-484;-5;19.87;2
404;-1.80;-16.54;-0.07;-53;-488;-2;19.47;2
405;-1.90;-16.61;-0.10;-56;-490;-3;19.54;2
406;-1.90;-16.47;-0.07;-56;-486;-2;19.61;2
407;-1.83;-16.51;-0.17;-54;-487;-5;19.80;2
408;-1.76;-16.54;-0.10;-52;-488;-3;19.67;2
409;-1.86;-16.44;-0.10;-55;-485;-3;19.41;2
410;-1.86;-16.54;-0.07;-55;-488;-2;19.67;2
411;-1.90;-16.37;-0.17;-56;-483;-5;19.47;2
412;-1.69;-16.41;-0.14;-50;-484;-4;19.74;2
413;-1.83;-16.41;-0.17;-54;-484;-5;19.74;2
414;-1.86;-16.54;-0.14;-55;-488;-4;19.80;2
415;-1.86;-16.27;-0.14;-55;-480;-4;19.74;2
416;-1.69;-16.51;-0.20;-50;-487;-6;19.61;2
417;-1.86;-16.47;-0.10;-55;-486;-3;19.54;2
418;-1.73;-16.41;-0.10;-51;-484;-3;19.61;2
419;-1.80;-16.51;-0.14;-53;-487;-4;19.61;2
420;-1.83;-16.44;-0.07;-54;-485;-2;19.54;2
421;-1.80;-16.31;-0.17;-53;-481;-5;19.74;2
422;-1.63;-16.31;-0.14;-48;-481;-4;19.87;2
423;-1.76;-16.37;-0.14;-52;-483;-4;19.87;2
424;-1.76;-16.51;-0.10;-52;-487;-3;19.80;2
425;-1.86;-16.41;-0.14;-55;-484;-4;19.54;2
426;-1.76;-16.54;-0.07;-52;-488;-2;19.61;2
427;-1.66;-16.37;-0.10;-49;-483;-3;19.67;2
428;-1.80;-16.37;-0.14;-53;-483;-4;19.54;2
429;-1.80;-16.34;-0.17;-53;-482;-5;19.74;2
