Date;30.10.2025
Time;17.11.09
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
29;0.10;-1.93;-0.20;3;-57;-6;19.61;2
30;0.10;-2.03;-0.17;3;-60;-5;19.61;2
31;0.03;-2.14;-0.10;1;-63;-3;19.47;2
32;0.10;-2.24;-0.14;3;-66;-4;19.61;2
33;-0.17;-2.10;-0.20;-5;-62;-6;19.54;2
34;0.03;-2.00;-0.14;1;-59;-4;19.61;2
35;0.00;-2.10;-0.17;0;-62;-5;19.80;2
36;0.14;-2.07;-0.20;4;-61;-6;19.47;2
37;0.00;-2.00;-0.17;0;-59;-5;19.80;2
38;0.07;-2.03;-0.14;2;-60;-4;19.80;2
39;-0.03;-2.07;-0.24;-1;-61;-7;19.61;2
40;0.10;-2.07;-0.10;3;-61;-3;19.74;2
41;0.03;-2.10;-0.14;1;-62;-4;19.87;2
42;0.10;-2.03;-0.10;3;-60;-3;19.61;2
43;-0.03;-2.14;-0.03;-1;-63;-1;20.00;2
44;0.17;-2.00;-0.17;5;-59;-5;19.54;2
45;0.00;-2.00;-0.14;0;-59;-4;19.61;2
46;0.03;-2.07;-0.10;1;-61;-3;19.47;2
47;0.00;-2.00;-0.20;0;-59;-6;19.47;2
48;0.00;-2.10;-0.14;0;-62;-4;19.54;2
49;0.00;-2.03;-0.17;0;-60;-5;19.87;2
50;0.00;-2.03;-0.17;0;-60;-5;19.74;2
51;0.03;-2.14;-0.20;1;-63;-6;19.54;2
52;0.07;-2.17;-0.14;2;-64;-4;19.54;2
53;0.03;-2.20;-0.10;1;-65;-3;19.47;2
54;0.10;-2.07;-0.14;3;-61;-4;19.74;2
55;0.14;-2.03;-0.24;4;-60;-7;19.54;2
56;0.07;-2.20;-0.10;2;-65;-3;19.74;2
57;0.10;-2.14;-0.20;3;-63;-6;19.74;2
58;-0.07;-2.03;-0.14;-2;-60;-4;19.47;2
59;0.07;-2.03;-0.20;2;-60;-6;19.67;2
60;0.03;-2.17;-0.14;1;-64;-4;19.67;2
61;0.03;-2.07;-0.17;1;-61;-5;19.54;2
62;-0.10;-2.07;-0.17;-3;-61;-5;19.61;2
63;0.03;-2.00;-0.17;1;-59;-5;19.61;2
64;0.03;-2.14;-0.17;1;-63;-5;19.74;2
65;-0.03;-2.10;-0.14;-1;-62;-4;19.47;2
66;-0.07;-2.17;-0.17;-2;-64;-5;19.54;2
67;0.03;-2.07;-0.07;1;-61;-2;19.54;2
68;0.17;-2.03;-0.14;5;-60;-4;19.67;2
69;-0.07;-2.10;-0.07;-2;-62;-2;19.41;2
70;-0.14;-2.03;-0.17;-4;-60;-5;19.47;2
71;-0.17;-2.17;-0.14;-5;-64;-4;19.87;2
72;-0.07;-2.07;-0.07;-2;-61;-2;19.74;2
73;0.10;-2.14;-0.17;3;-63;-5;19.61;2
74;-0.03;-1.97;-0.17;-1;-58;-5;19.54;2
75;0.00;-2.14;-0.14;0;-63;-4;19.67;2
76;0.00;-2.07;-0.10;0;-61;-3;19.47;2
77;0.14;-2.24;-0.10;4;-66;-3;19.61;2
78;0.07;-2.20;-0.17;2;-65;-5;19.61;2
79;0.10;-2.10;-0.14;3;-62;-4;20.00;2
80;0.07;-2.10;-0.10;2;-62;-3;19.47;2
81;0.07;-2.00;-0.14;2;-59;-4;19.47;2
82;0.00;-2.07;-0.17;0;-61;-5;19.34;2
83;0.14;-2.10;-0.07;4;-62;-2;19.67;2
84;0.03;-2.03;-0.14;1;-60;-4;19.74;2
85;0.10;-2.07;-0.14;3;-61;-4;19.74;2
86;0.07;-2.03;-0.03;2;-60;-1;19.67;2
87;0.10;-1.97;-0.07;3;-58;-2;19.54;2
88;0.00;-2.00;-0.10;0;-59;-3;19.80;2
89;0.14;-2.00;-0.07;4;-59;-2;19.67;2
90;-0.03;-2.07;-0.10;-1;-61;-3;19.87;2
91;0.14;-2.14;-0.17;4;-63;-5;19.67;2
92;0.07;-2.00;-0.14;2;-59;-4;19.74;2
93;0.14;-2.10;-0.20;4;-62;-6;19.61;2
94;-0.10;-2.07;-0.20;-3;-61;-6;19.61;2
95;0.07;-2.10;-0.20;2;-62;-6;19.61;2
96;0.17;-2.07;-0.14;5;-61;-4;19.74;2
97;0.10;-2.14;-0.17;3;-63;-5;19.54;2
98;0.03;-2.00;-0.14;1;-59;-4;20.00;2
99;0.03;-2.17;-0.07;1;-64;-2;19.34;2
100;0.14;-2.10;-0.14;4;-62;-4;19.80;2
101;0.07;-2.14;-0.10;2;-63;-3;19.80;2
102;0.00;-2.10;-0.07;0;-62;-2;19.61;2
103;0.00;-2.17;-0.14;0;-64;-4;19.61;2
104;-0.03;-2.00;-0.10;-1;-59;-3;19.61;2
105;0.07;-2.07;-0.14;2;-61;-4;19.47;2
106;0.10;-2.10;-0.20;3;-62;-6;19.61;2
107;0.10;-2.03;-0.10;3;-60;-3;19.54;2
108;0.10;-2.07;-0.10;3;-61;-3;19.54;2
109;-0.03;-2.00;-0.10;-1;-59;-3;19.61;2
110;0.00;-2.14;-0.10;0;-63;-3;19.34;2
111;0.00;-1.93;-0.14;0;-57;-4;19.80;2
112;0.17;-2.07;-0.14;5;-61;-4;19.74;2
113;0.03;-2.00;-0.07;1;-59;-2;19.41;2
114;-0.07;-2.10;-0.10;-2;-62;-3;19.61;2
115;0.07;-2.14;-0.14;2;-63;-4;19.61;2
116;0.00;-2.00;-0.17;0;-59;-5;19.80;2
117;0.00;-2.14;-0.10;0;-63;-3;19.74;2
118;0.00;-2.03;-0.10;0;-60;-3;19.54;2
119;-0.07;-2.27;-0.17;-2;-67;-5;20.00;2
120;0.03;-2.07;-0.17;1;-61;-5;19.93;2
121;0.03;-2.03;-0.03;1;-60;-1;19.61;2
122;-0.03;-2.10;-0.10;-1;-62;-3;19.80;2
123;0.10;-2.10;-0.14;3;-62;-4;19.41;2
124;0.14;-2.03;-0.07;4;-60;-2;19.61;2
125;-0.03;-2.10;-0.17;-1;-62;-5;19.61;2
126;0.17;-2.07;-0.14;5;-61;-4;19.54;2
127;0.00;-2.07;-0.14;0;-61;-4;19.74;2
128;0.10;-2.14;-0.17;3;-63;-5;19.87;2
129;0.10;-2.10;-0.17;3;-62;-5;19.61;2
130;0.07;-2.07;-0.10;2;-61;-3;19.67;2
131;0.03;-2.14;-0.20;1;-63;-6;19.54;2
132;-0.03;-2.14;-0.10;-1;-63;-3;19.67;2
133;0.17;-2.14;-0.17;5;-63;-5;19.74;2
134;-0.07;-2.20;-0.17;-2;-65;-5;19.41;2
135;-0.03;-2.07;-0.17;-1;-61;-5;19.67;2
136;0.17;-2.14;-0.20;5;-63;-6;19.61;2
137;0.14;-2.07;-0.17;4;-61;-5;19.80;2
138;0.03;-2.07;-0.20;1;-61;-6;19.67;2
139;0.03;-2.03;-0.14;1;-60;-4;19.54;2
140;0.07;-2.07;-0.07;2;-61;-2;19.47;2
141;0.10;-2.20;-0.14;3;-65;-4;19.80;2
142;0.10;-2.10;-0.14;3;-62;-4;19.67;2
143;0.00;-2.14;-0.07;0;-63;-2;19.61;2
144;0.03;-2.14;-0.14;1;-63;-4;19.47;2
145;0.20;-2.03;-0.10;6;-60;-3;19.34;2
146;0.17;-2.14;-0.10;5;-63;-3;19.41;2
147;0.10;-2.00;-0.10;3;-59;-3;19.54;2
148;0.00;-2.14;-0.14;0;-63;-4;19.54;2
149;0.10;-2.00;-0.07;3;-59;-2;19.54;2
150;0.10;-2.10;-0.10;3;-62;-3;19.47;2
151;0.10;-2.07;-0.07;3;-61;-2;19.47;2
152;0.10;-2.14;-0.14;3;-63;-4;19.61;2
153;0.03;-2.00;-0.14;1;-59;-4;19.74;2
154;0.07;-2.10;-0.10;2;-62;-3;19.74;2
155;0.03;-1.97;-0.20;1;-58;-6;19.80;2
156;0.31;-2.17;-0.20;9;-64;-6;19.41;2
157;-0.10;-2.20;-0.17;-3;-65;-5;19.80;2
158;0.03;-2.17;-0.10;1;-64;-3;19.74;2
159;0.07;-2.00;-0.07;2;-59;-2;19.47;2
160;0.10;-1.97;-0.07;3;-58;-2;20.00;2
161;-0.07;-2.17;-0.10;-2;-64;-3;19.61;2
162;0.20;-2.00;-0.17;6;-59;-5;19.93;2
163;0.10;-2.14;-0.14;3;-63;-4;19.61;2
164;0.10;-2.27;-0.07;3;-67;-2;19.80;2
165;0.10;-2.00;-0.17;3;-59;-5;19.47;2
166;0.07;-2.10;-0.10;2;-62;-3;19.67;2
167;0.17;-2.10;-0.14;5;-62;-4;19.54;2
168;0.07;-2.14;-0.14;2;-63;-4;19.41;2
169;0.10;-2.10;-0.20;3;-62;-6;19.54;2
170;0.03;-2.20;-0.10;1;-65;-3;19.61;2
171;0.07;-2.14;-0.17;2;-63;-5;19.87;2
172;-0.03;-2.20;-0.14;-1;-65;-4;20.07;2
173;0.07;-2.10;-0.20;2;-62;-6;19.54;2
174;0.14;-2.10;-0.07;4;-62;-2;19.54;2
175;0.03;-2.07;-0.07;1;-61;-2;19.80;2
176;-0.03;-2.07;-0.10;-1;-61;-3;19.61;2
177;0.03;-2.00;-0.10;1;-59;-3;19.61;2
178;-0.03;-1.97;-0.10;-1;-58;-3;19.74;2
179;0.07;-2.07;-0.24;2;-61;-7;19.54;2
180;-0.10;-2.03;-0.20;-3;-60;-6;19.34;2
181;0.24;-2.17;-0.17;7;-64;-5;19.87;2
182;0.03;-2.14;-0.10;1;-63;-3;19.67;2
183;0.03;-2.20;-0.10;1;-65;-3;19.61;2
184;0.00;-2.07;-0.10;0;-61;-3;19.87;2
185;0.00;-1.97;-0.17;0;-58;-5;19.80;2
186;0.17;-2.03;-0.14;5;-60;-4;19.54;2
187;0.00;-2.03;-0.14;0;-60;-4;19.80;2
188;0.03;-2.03;-0.07;1;-60;-2;19.61;2
189;0.00;-2.00;-0.10;0;-59;-3;19.74;2
190;0.03;-2.03;-0.14;1;-60;-4;19.61;2
191;0.17;-1.93;-0.20;5;-57;-6;19.74;2
192;0.03;-2.14;-0.14;1;-63;-4;19.74;2
193;-0.10;-2.07;-0.03;-3;-61;-1;19.47;2
194;0.00;-2.03;-0.07;0;-60;-2;19.61;2
195;0.14;-2.07;-0.07;4;-61;-2;19.47;2
196;0.10;-2.07;-0.20;3;-61;-6;19.67;2
197;0.17;-1.97;-0.10;5;-58;-3;19.54;2
198;0.07;-2.00;-0.10;2;-59;-3;19.61;2
199;0.03;-2.10;-0.10;1;-62;-3;19.67;2
200;0.00;-2.03;-0.10;0;-60;-3;19.80;2
201;0.00;-2.10;-0.14;0;-62;-4;19.74;2
202;0.03;-2.03;-0.14;1;-60;-4;19.80;2
203;0.00;-2.17;-0.14;0;-64;-4;19.67;2
204;0.03;-2.14;-0.07;1;-63;-2;19.74;2
205;-0.10;-2.00;-0.20;-3;-59;-6;19.74;2
206;-0.03;-2.17;-0.10;-1;-64;-3;19.61;2
207;0.07;-2.07;-0.14;2;-61;-4;19.80;2
208;0.00;-2.17;-0.17;0;-64;-5;19.93;2
209;-0.07;-2.17;-0.07;-2;-64;-2;19.61;2
210;0.07;-2.07;-0.14;2;-61;-4;19.87;2
211;-0.03;-2.17;-0.14;-1;-64;-4;19.61;2
212;0.10;-2.17;-0.20;3;-64;-6;19.74;2
213;0.17;-2.20;-0.17;5;-65;-5;19.67;2
214;0.03;-2.10;-0.14;1;-62;-4;19.67;2
215;0.00;-2.17;-0.14;0;-64;-4;19.67;2
216;0.10;-2.07;-0.14;3;-61;-4;19.47;2
217;0.00;-2.10;-0.17;0;-62;-5;19.67;2
218;0.03;-2.07;-0.07;1;-61;-2;19.87;2
219;0.03;-2.14;-0.10;1;-63;-3;19.67;2
220;0.07;-2.00;-0.10;2;-59;-3;19.61;2
221;0.14;-2.14;-0.20;4;-63;-6;19.61;2
222;0.03;-2.03;-0.10;1;-60;-3;19.61;2
223;0.17;-1.93;-0.10;5;-57;-3;19.54;2
224;-0.03;-2.03;-0.17;-1;-60;-5;19.61;2
225;-0.03;-2.07;-0.20;-1;-61;-6;19.54;2
226;-0.07;-2.20;-0.17;-2;-65;-5;19.74;2
227;0.03;-2.07;-0.20;1;-61;-6;19.80;2
228;0.14;-2.17;-0.17;4;-64;-5;19.47;2
229;0.03;-1.97;-0.14;1;-58;-4;19.74;2
230;0.03;-2.20;-0.14;1;-65;-4;19.67;2
231;0.00;-2.10;-0.24;0;-62;-7;19.47;2
232;0.00;-2.00;-0.07;0;-59;-2;19.54;2
233;0.00;-2.10;-0.14;0;-62;-4;19.80;2
234;0.03;-2.10;-0.14;1;-62;-4;19.54;2
235;0.20;-2.03;-0.10;6;-60;-3;19.28;2
236;0.00;-1.93;-0.10;0;-57;-3;19.61;2
237;0.00;-2.03;-0.17;0;-60;-5;19.54;2
238;0.07;-2.00;-0.07;2;-59;-2;19.67;2
239;-0.07;-2.00;-0.24;-2;-59;-7;19.67;2
240;0.10;-2.07;-0.10;3;-61;-3;19.67;2
241;0.14;-1.97;-0.10;4;-58;-3;19.80;2
242;0.10;-1.86;-0.07;3;-55;-2;19.54;2
243;-0.10;-2.00;-0.20;-3;-59;-6;19.74;2
244;0.14;-2.03;-0.10;4;-60;-3;19.80;2
245;0.00;-2.10;-0.27;0;-62;-8;19.67;2
246;0.10;-2.03;-0.17;3;-60;-5;19.61;2
247;0.07;-2.17;-0.10;2;-64;-3;19.61;2
248;0.03;-2.14;-0.20;1;-63;-6;19.80;2
249;0.03;-2.03;-0.07;1;-60;-2;19.74;2
250;0.00;-2.00;-0.14;0;-59;-4;19.54;2
251;-0.03;-2.07;-0.20;-1;-61;-6;19.74;2
252;0.07;-2.07;-0.07;2;-61;-2;19.80;2
253;0.07;-2.00;-0.10;2;-59;-3;19.47;2
254;0.03;-2.00;-0.10;1;-59;-3;19.61;2
255;0.10;-2.17;-0.17;3;-64;-5;19.80;2
256;0.03;-2.00;-0.17;1;-59;-5;19.87;2
257;0.00;-1.90;-0.17;0;-56;-5;19.80;2
258;0.00;-2.10;-0.17;0;-62;-5;19.74;2
259;0.07;-2.10;-0.07;2;-62;-2;19.67;2
260;-0.07;-2.14;-0.14;-2;-63;-4;19.61;2
261;-0.03;-2.03;-0.14;-1;-60;-4;19.93;2
262;-0.03;-2.10;-0.17;-1;-62;-5;19.61;2
263;-0.14;-2.14;-0.20;-4;-63;-6;19.74;2
264;0.07;-2.07;-0.07;2;-61;-2;19.80;2
265;0.10;-2.00;-0.17;3;-59;-5;19.47;2
266;-0.03;-2.03;-0.17;-1;-60;-5;19.61;2
267;0.00;-2.03;-0.07;0;-60;-2;19.67;2
268;0.00;-2.03;-0.17;0;-60;-5;19.61;2
269;0.10;-2.14;-0.17;3;-63;-5;19.74;2
270;0.07;-2.10;-0.17;2;-62;-5;19.47;2
271;0.14;-2.14;-0.17;4;-63;-5;19.80;2
272;0.03;-1.93;-0.17;1;-57;-5;19.54;2
273;0.03;-2.07;-0.07;1;-61;-2;19.74;2
274;0.03;-2.14;-0.10;1;-63;-3;19.87;2
275;0.07;-2.03;-0.10;2;-60;-3;19.54;2
276;0.03;-2.07;-0.07;1;-61;-2;19.61;2
277;0.14;-2.17;-0.17;4;-64;-5;19.80;2
278;0.14;-2.00;-0.07;4;-59;-2;19.74;2
279;-0.07;-2.03;-0.10;-2;-60;-3;19.61;2
280;0.00;-2.03;-0.03;0;-60;-1;19.74;2
281;0.03;-2.10;-0.20;1;-62;-6;19.67;2
282;0.00;-2.03;-0.10;0;-60;-3;19.41;2
283;0.00;-2.07;-0.14;0;-61;-4;19.67;2
284;0.00;-2.03;-0.17;0;-60;-5;19.67;2
285;0.03;-2.00;-0.07;1;-59;-2;19.74;2
286;0.10;-2.03;-0.14;3;-60;-4;19.67;2
287;0.03;-2.00;-0.07;1;-59;-2;19.67;2
288;0.17;-2.14;-0.20;5;-63;-6;19.74;2
289;0.10;-2.03;-0.17;3;-60;-5;19.67;2
290;0.17;-2.17;-0.24;5;-64;-7;19.61;2
291;0.03;-2.20;-0.07;1;-65;-2;19.47;2
292;0.17;-2.00;-0.14;5;-59;-4;19.61;2
293;0.03;-2.00;-0.14;1;-59;-4;19.87;2
294;0.00;-1.93;-0.10;0;-57;-3;19.54;2
295;0.10;-2.14;-0.07;3;-63;-2;19.80;2
296;0.03;-2.14;-0.14;1;-63;-4;19.67;2
297;-0.03;-2.14;-0.07;-1;-63;-2;19.67;2
298;-0.03;-2.00;-0.17;-1;-59;-5;19.67;2
299;0.03;-2.07;-0.14;1;-61;-4;19.41;2
300;0.00;-2.07;-0.20;0;-61;-6;19.61;2
301;0.20;-2.00;-0.10;6;-59;-3;19.87;2
302;0.03;-2.03;-0.10;1;-60;-3;19.54;2
303;-0.03;-1.86;-0.03;-1;-55;-1;19.47;2
304;-0.03;-2.14;-0.10;-1;-63;-3;19.80;2
305;0.07;-2.17;-0.17;2;-64;-5;19.61;2
306;0.07;-2.14;-0.10;2;-63;-3;19.67;2
307;0.10;-2.17;-0.14;3;-64;-4;19.74;2
308;-0.03;-2.03;-0.10;-1;-60;-3;19.74;2
309;-0.03;-2.10;-0.10;-1;-62;-3;19.54;2
310;0.07;-2.03;-0.24;2;-60;-7;19.47;2
311;-0.10;-2.10;-0.17;-3;-62;-5;19.67;2
312;0.14;-2.07;-0.10;4;-61;-3;20.00;2
313;0.00;-2.00;-0.10;0;-59;-3;19.67;2
314;-0.03;-2.03;-0.14;-1;-60;-4;19.47;2
315;-0.03;-2.03;-0.10;-1;-60;-3;19.54;2
316;0.03;-2.20;-0.27;1;-65;-8;19.61;2
317;0.07;-2.03;-0.10;2;-60;-3;19.61;2
318;0.10;-2.10;-0.10;3;-62;-3;19.74;2
319;-0.03;-2.17;-0.07;-1;-64;-2;19.80;2
320;-0.17;-2.17;-0.17;-5;-64;-5;19.61;2
321;0.03;-1.97;-0.14;1;-58;-4;19.80;2
322;0.03;-2.17;-0.10;1;-64;-3;19.61;2
323;0.03;-2.20;-0.14;1;-65;-4;19.67;2
324;0.07;-2.14;-0.17;2;-63;-5;19.54;2
325;0.00;-1.97;-0.17;0;-58;-5;19.61;2
326;0.10;-2.10;-0.17;3;-62;-5;19.87;2
327;0.14;-2.10;-0.17;4;-62;-5;19.61;2
328;0.07;-2.10;-0.10;2;-62;-3;19.34;2
329;0.14;-2.10;-0.14;4;-62;-4;19.61;2
330;-0.03;-2.07;-0.10;-1;-61;-3;19.47;2
331;0.00;-2.14;-0.10;0;-63;-3;19.47;2
332;-0.03;-2.10;-0.10;-1;-62;-3;19.74;2
333;0.00;-2.14;-0.10;0;-63;-3;19.67;2
334;-0.07;-2.10;-0.10;-2;-62;-3;19.80;2
335;0.03;-2.20;-0.07;1;-65;-2;19.74;2
336;0.03;-2.00;-0.10;1;-59;-3;19.54;2
337;0.07;-2.03;-0.20;2;-60;-6;19.67;2
338;0.03;-2.07;-0.17;1;-61;-5;19.34;2
339;-0.10;-2.03;-0.10;-3;-60;-3;19.41;2
340;0.10;-2.07;-0.10;3;-61;-3;19.67;2
341;0.03;-2.17;-0.17;1;-64;-5;19.61;2
342;0.17;-2.07;-0.07;5;-61;-2;19.67;2
343;0.00;-2.00;-0.10;0;-59;-3;19.61;2
344;-0.03;-1.97;-0.03;-1;-58;-1;19.80;2
345;-0.14;-2.10;-0.10;-4;-62;-3;19.61;2
346;0.00;-2.00;-0.07;0;-59;-2;19.74;2
347;0.14;-2.14;-0.10;4;-63;-3;19.87;2
348;0.10;-2.07;-0.17;3;-61;-5;19.74;2
349;0.07;-2.14;-0.10;2;-63;-3;19.61;2
350;0.00;-2.10;-0.10;0;-62;-3;19.80;2
351;0.10;-2.03;-0.20;3;-60;-6;19.74;2
352;-0.07;-2.03;-0.10;-2;-60;-3;19.74;2
353;0.17;-2.00;-0.24;5;-59;-7;19.41;2
354;0.17;-2.14;-0.17;5;-63;-5;19.80;2
355;-0.03;-2.10;-0.10;-1;-62;-3;19.74;2
356;0.03;-2.10;-0.07;1;-62;-2;20.07;2
357;-0.07;-2.10;-0.14;-2;-62;-4;19.87;2
358;0.00;-2.10;-0.14;0;-62;-4;19.74;2
359;0.10;-1.97;-0.14;3;-58;-4;19.67;2
360;0.00;-2.14;-0.20;0;-63;-6;19.54;2
361;-0.03;-2.07;-0.14;-1;-61;-4;19.61;2
362;0.14;-2.14;-0.14;4;-63;-4;19.61;2
363;0.10;-1.90;-0.07;3;-56;-2;19.61;2
364;0.17;-2.24;-0.07;5;-66;-2;19.61;2
365;0.14;-1.97;-0.10;4;-58;-3;19.54;2
366;0.14;-2.17;-0.20;4;-64;-6;19.67;2
367;0.03;-2.03;-0.10;1;-60;-3;19.80;2
368;0.07;-2.07;-0.10;2;-61;-3;19.74;2
369;0.03;-2.00;-0.10;1;-59;-3;19.74;2
370;0.03;-1.97;-0.17;1;-58;-5;19.54;2
371;0.00;-2.07;-0.20;0;-61;-6;19.74;2
372;-0.14;-2.10;-0.17;-4;-62;-5;19.41;2
373;0.17;-1.93;-0.10;5;-57;-3;19.54;2
374;0.07;-2.17;-0.10;2;-64;-3;19.41;2
375;0.10;-2.07;-0.17;3;-61;-5;19.61;2
376;0.00;-2.14;-0.03;0;-63;-1;19.61;2
377;0.03;-2.17;-0.17;1;-64;-5;19.54;2
378;-0.07;-1.93;-0.17;-2;-57;-5;19.61;2
379;0.00;-2.10;-0.10;0;-62;-3;19.80;2
380;0.07;-2.17;-0.07;2;-64;-2;19.54;2
381;0.07;-2.17;-0.07;2;-64;-2;19.67;2
382;0.03;-2.10;-0.17;1;-62;-5;19.61;2
383;-0.03;-2.17;-0.10;-1;-64;-3;19.54;2
384;0.00;-2.14;-0.10;0;-63;-3;19.61;2
385;0.03;-2.03;-0.10;1;-60;-3;19.61;2
386;0.03;-2.07;-0.20;1;-61;-6;19.74;2
387;0.00;-2.07;-0.07;0;-61;-2;19.67;2
388;0.00;-2.14;-0.20;0;-63;-6;19.54;2
389;-0.20;-1.97;-0.17;-6;-58;-5;19.80;2
390;0.07;-2.03;-0.10;2;-60;-3;19.74;2
391;-0.03;-2.03;-0.20;-1;-60;-6;19.61;2
392;0.03;-2.14;-0.20;1;-63;-6;19.80;2
393;0.03;-2.03;-0.14;1;-60;-4;19.74;2
394;0.03;-1.97;-0.14;1;-58;-4;19.67;2
395;-0.03;-2.14;-0.17;-1;-63;-5;19.54;2
396;0.14;-2.20;-0.10;4;-65;-3;19.74;2
397;0.17;-1.97;-0.17;5;-58;-5;19.67;2
398;0.03;-2.10;-0.24;1;-62;-7;19.61;2
399;-0.03;-2.07;-0.07;-1;-61;-2;19.74;2
400;0.24;-2.10;-0.17;7;-62;-5;19.74;2
401;0.07;-2.10;-0.07;2;-62;-2;19.61;2
402;0.20;-2.10;-0.17;6;-62;-5;19.67;2
403;-0.03;-2.14;-0.20;-1;-63;-6;19.61;2
404;0.07;-2.10;-0.17;2;-62;-5;19.61;2
405;0.17;-2.00;-0.14;5;-59;-4;19.61;2
406;0.00;-2.03;-0.17;0;-60;-5;19.54;2
407;-0.07;-2.14;-0.14;-2;-63;-4;19.61;2
408;-0.03;-2.14;-0.14;-1;-63;-4;19.61;2
409;0.03;-2.10;-0.10;1;-62;-3;19.67;2
410;0.07;-2.14;-0.17;2;-63;-5;19.61;2
411;0.17;-2.07;-0.20;5;-61;-6;19.54;2
412;0.10;-2.03;-0.14;3;-60;-4;19.54;2
413;0.17;-2.14;-0.14;5;-63;-4;19.54;2
414;0.07;-2.10;-0.20;2;-62;-6;19.54;2
415;0.07;-2.03;-0.10;2;-60;-3;19.47;2
416;0.03;-2.07;-0.24;1;-61;-7;19.47;2
417;-0.03;-2.10;-0.14;-1;-62;-4;19.80;2
418;0.10;-2.07;-0.07;3;-61;-2;19.54;2
419;0.03;-2.00;-0.17;1;-59;-5;19.61;2
420;-0.10;-2.14;-0.10;-3;-63;-3;19.61;2
421;0.00;-1.97;-0.14;0;-58;-4;19.54;2
422;0.00;-2.17;-0.20;0;-64;-6;19.61;2
423;0.10;-2.10;-0.14;3;-62;-4;19.87;2
424;0.17;-2.14;-0.17;5;-63;-5;19.67;2
425;0.03;-1.97;-0.17;1;-58;-5;19.80;2
426;0.03;-2.03;-0.07;1;-60;-2;19.67;2
427;0.03;-2.17;-0.10;1;-64;-3;19.93;2
428;-0.07;-2.07;-0.14;-2;-61;-4;19.74;2
429;-0.03;-2.10;-0.17;-1;-62;-5;19.41;2
430;-0.03;-2.10;-0.10;-1;-62;-3;19.47;2
431;-0.03;-2.07;-0.17;-1;-61;-5;19.87;2
432;0.10;-2.10;-0.10;3;-62;-3;19.54;2
433;0.00;-2.00;-0.14;0;-59;-4;19.67;2
434;0.14;-2.03;-0.10;4;-60;-3;19.41;2
435;0.00;-2.17;-0.10;0;-64;-3;19.61;2
436;0.07;-2.07;-0.10;2;-61;-3;19.61;2
437;-0.03;-2.14;-0.17;-1;-63;-5;19.80;2
438;0.10;-2.17;-0.14;3;-64;-4;19.47;2
439;0.07;-2.17;-0.24;2;-64;-7;19.61;2
440;0.03;-2.17;-0.10;1;-64;-3;19.54;2
441;0.00;-1.97;-0.17;0;-58;-5;19.67;2
442;-0.10;-2.17;-0.24;-3;-64;-7;19.61;2
443;-0.03;-2.20;-0.10;-1;-65;-3;19.61;2
444;-0.14;-2.17;-0.07;-4;-64;-2;19.34;2
445;0.10;-1.93;-0.14;3;-57;-4;19.47;2
446;0.00;-2.07;-0.14;0;-61;-4;19.47;2
447;0.10;-2.27;-0.07;3;-67;-2;19.54;2
448;0.14;-2.03;-0.10;4;-60;-3;19.54;2
449;0.03;-2.07;-0.10;1;-61;-3;19.54;2
450;-0.07;-2.03;0.00;-2;-60;0;19.74;2
451;0.10;-2.00;-0.14;3;-59;-4;19.47;2
