Date;30.10.2025
Time;17.12.38
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
175;0.14;-0.92;-0.10;4;-27;-3;19.61;2
176;0.14;-0.95;-0.14;4;-28;-4;19.61;2
177;0.07;-0.92;-0.07;2;-27;-2;19.28;2
178;0.07;-1.08;-0.17;2;-32;-5;19.74;2
179;0.00;-0.81;-0.10;0;-24;-3;19.67;2
180;0.34;-1.05;-0.07;10;-31;-2;19.61;2
181;0.24;-0.92;-0.10;7;-27;-3;19.47;2
182;0.10;-0.88;-0.07;3;-26;-2;19.47;2
183;-0.03;-0.81;-0.17;-1;-24;-5;19.47;2
184;0.03;-0.92;-0.10;1;-27;-3;19.61;2
185;0.14;-0.81;-0.07;4;-24;-2;19.34;2
186;0.03;-0.95;-0.17;1;-28;-5;19.54;2
187;0.07;-0.85;-0.07;2;-25;-2;19.61;2
188;0.03;-0.88;-0.17;1;-26;-5;19.34;2
189;0.20;-0.95;-0.10;6;-28;-3;19.80;2
190;0.17;-0.88;-0.03;5;-26;-1;19.61;2
191;0.03;-0.85;-0.10;1;-25;-3;19.47;2
192;-0.03;-0.98;-0.07;-1;-29;-2;19.80;2
193;0.00;-0.98;-0.17;0;-29;-5;19.47;2
194;0.00;-0.95;0.00;0;-28;0;19.54;2
195;0.07;-0.92;-0.07;2;-27;-2;19.74;2
196;-0.14;-0.98;-0.07;-4;-29;-2;19.61;2
197;0.03;-0.85;-0.17;1;-25;-5;19.74;2
198;0.20;-0.85;-0.10;6;-25;-3;19.47;2
199;0.03;-0.92;-0.07;1;-27;-2;19.80;2
200;0.07;-0.88;-0.14;2;-26;-4;19.47;2
201;0.07;-0.81;-0.07;2;-24;-2;19.47;2
202;0.14;-0.88;-0.10;4;-26;-3;19.54;2
203;0.17;-0.92;-0.14;5;-27;-4;19.87;2
204;0.07;-0.88;-0.10;2;-26;-3;19.61;2
205;0.17;-0.81;-0.14;5;-24;-4;19.61;2
206;0.00;-0.92;-0.07;0;-27;-2;19.54;2
207;0.17;-0.98;-0.14;5;-29;-4;19.93;2
208;0.07;-1.08;-0.10;2;-32;-3;19.47;2
209;0.10;-0.88;-0.07;3;-26;-2;19.67;2
210;0.07;-0.85;-0.17;2;-25;-5;19.80;2
211;-0.03;-0.85;-0.10;-1;-25;-3;19.41;2
212;0.10;-0.81;-0.14;3;-24;-4;19.80;2
213;0.10;-0.81;-0.07;3;-24;-2;19.61;2
214;0.20;-0.78;-0.17;6;-23;-5;19.74;2
215;-0.03;-0.95;-0.14;-1;-28;-4;19.34;2
216;0.20;-0.92;-0.10;6;-27;-3;19.61;2
217;0.17;-0.95;-0.07;5;-28;-2;19.34;2
218;0.17;-0.92;-0.03;5;-27;-1;19.61;2
219;-0.03;-0.95;-0.14;-1;-28;-4;19.54;2
220;0.03;-0.81;-0.14;1;-24;-4;19.61;2
221;0.14;-0.85;-0.03;4;-25;-1;19.54;2
222;0.20;-0.98;-0.10;6;-29;-3;19.41;2
223;0.14;-0.85;-0.14;4;-25;-4;19.41;2
224;0.07;-0.92;-0.10;2;-27;-3;19.61;2
225;0.07;-0.95;-0.07;2;-28;-2;19.41;2
226;0.03;-0.92;-0.14;1;-27;-4;19.54;2
227;0.10;-1.12;-0.10;3;-33;-3;19.47;2
228;0.10;-0.81;-0.07;3;-24;-2;19.54;2
229;0.10;-0.78;-0.07;3;-23;-2;19.54;2
230;-0.03;-0.98;-0.14;-1;-29;-4;19.61;2
231;0.24;-0.95;0.00;7;-28;0;19.41;2
232;0.14;-0.88;-0.07;4;-26;-2;19.80;2
233;0.17;-0.95;-0.14;5;-28;-4;19.41;2
234;0.03;-0.88;-0.17;1;-26;-5;19.61;2
235;0.00;-0.98;-0.03;0;-29;-1;19.47;2
236;-0.07;-1.05;-0.07;-2;-31;-2;19.41;2
237;0.10;-0.92;0.00;3;-27;0;19.61;2
238;0.10;-0.78;-0.07;3;-23;-2;19.47;2
239;0.20;-0.75;-0.07;6;-22;-2;19.47;2
240;0.03;-0.98;-0.10;1;-29;-3;19.54;2
241;0.03;-0.85;-0.10;1;-25;-3;19.54;2
242;0.14;-0.92;-0.10;4;-27;-3;19.61;2
243;0.14;-0.98;-0.14;4;-29;-4;19.74;2
244;0.17;-0.85;-0.07;5;-25;-2;19.80;2
245;0.00;-0.88;-0.07;0;-26;-2;19.47;2
246;0.17;-0.95;-0.07;5;-28;-2;19.54;2
247;-0.03;-1.02;-0.17;-1;-30;-5;20.07;2
248;0.03;-0.88;-0.14;1;-26;-4;19.67;2
249;0.14;-0.92;-0.14;4;-27;-4;19.54;2
250;0.10;-0.85;-0.03;3;-25;-1;19.61;2
251;0.10;-0.98;-0.10;3;-29;-3;19.28;2
252;0.07;-1.19;-0.10;2;-35;-3;19.74;2
253;0.03;-0.92;-0.14;1;-27;-4;19.87;2
254;0.20;-0.81;-0.17;6;-24;-5;19.54;2
255;0.10;-0.85;-0.07;3;-25;-2;19.61;2
256;0.27;-0.88;-0.17;8;-26;-5;19.47;2
257;0.03;-0.92;-0.07;1;-27;-2;19.34;2
258;0.14;-0.95;-0.17;4;-28;-5;19.41;2
259;0.17;-0.95;-0.07;5;-28;-2;19.54;2
260;-0.03;-0.92;-0.14;-1;-27;-4;19.28;2
261;0.10;-1.05;-0.20;3;-31;-6;19.61;2
262;-0.03;-0.88;-0.10;-1;-26;-3;19.34;2
263;0.03;-0.78;-0.03;1;-23;-1;19.80;2
264;0.10;-0.85;-0.10;3;-25;-3;19.54;2
265;0.10;-0.81;-0.03;3;-24;-1;19.61;2
266;-0.03;-0.98;-0.03;-1;-29;-1;19.47;2
267;0.17;-0.88;-0.10;5;-26;-3;19.47;2
268;-0.03;-0.92;-0.07;-1;-27;-2;19.61;2
269;0.14;-1.05;-0.17;4;-31;-5;19.54;2
270;0.03;-0.81;-0.07;1;-24;-2;19.61;2
271;-0.07;-0.92;-0.10;-2;-27;-3;19.93;2
272;0.20;-0.85;-0.03;6;-25;-1;19.74;2
273;0.24;-0.95;-0.14;7;-28;-4;19.47;2
274;0.10;-0.88;-0.17;3;-26;-5;19.67;2
275;-0.07;-1.02;-0.07;-2;-30;-2;19.47;2
276;0.00;-0.71;-0.10;0;-21;-3;19.28;2
277;0.10;-0.95;-0.07;3;-28;-2;19.74;2
278;0.10;-0.88;-0.14;3;-26;-4;19.41;2
279;0.03;-0.92;-0.14;1;-27;-4;19.61;2
280;0.14;-0.78;-0.03;4;-23;-1;19.61;2
281;0.10;-0.92;-0.14;3;-27;-4;19.74;2
282;0.20;-0.78;-0.07;6;-23;-2;19.54;2
283;0.27;-0.81;-0.10;8;-24;-3;19.41;2
284;0.00;-0.95;-0.07;0;-28;-2;19.41;2
285;0.07;-0.78;-0.14;2;-23;-4;19.74;2
286;0.03;-0.88;-0.03;1;-26;-1;19.61;2
287;0.00;-0.88;-0.14;0;-26;-4;19.67;2
288;0.10;-0.92;-0.07;3;-27;-2;19.41;2
289;0.07;-0.81;-0.10;2;-24;-3;19.61;2
290;0.00;-0.88;-0.20;0;-26;-6;19.21;2
291;0.03;-0.95;-0.14;1;-28;-4;19.74;2
292;0.17;-0.98;-0.07;5;-29;-2;19.54;2
293;0.10;-0.88;-0.03;3;-26;-1;19.47;2
294;0.00;-1.02;-0.14;0;-30;-4;19.61;2
295;0.10;-0.95;-0.17;3;-28;-5;19.41;2
296;0.14;-0.98;-0.07;4;-29;-2;19.74;2
297;0.03;-0.95;-0.17;1;-28;-5;19.34;2
298;0.03;-0.95;-0.03;1;-28;-1;19.21;2
299;0.14;-0.92;-0.10;4;-27;-3;19.87;2
300;0.00;-0.98;-0.10;0;-29;-3;19.28;2
301;0.14;-0.78;-0.07;4;-23;-2;19.54;2
302;0.10;-1.02;-0.07;3;-30;-2;19.54;2
303;0.14;-0.98;-0.14;4;-29;-4;19.74;2
304;0.20;-1.12;-0.07;6;-33;-2;19.34;2
305;0.07;-0.98;-0.10;2;-29;-3;19.61;2
306;0.00;-0.78;-0.14;0;-23;-4;19.74;2
307;0.24;-0.85;-0.14;7;-25;-4;19.54;2
308;0.03;-0.92;-0.17;1;-27;-5;19.54;2
309;0.10;-0.92;-0.10;3;-27;-3;19.67;2
310;0.03;-0.92;-0.07;1;-27;-2;19.74;2
311;0.17;-0.92;-0.10;5;-27;-3;19.61;2
312;0.24;-0.92;-0.17;7;-27;-5;19.47;2
313;-0.03;-1.05;-0.07;-1;-31;-2;19.47;2
314;0.03;-0.98;-0.07;1;-29;-2;19.74;2
315;0.07;-0.88;-0.03;2;-26;-1;19.28;2
316;0.14;-0.85;-0.10;4;-25;-3;19.67;2
317;0.00;-0.92;-0.10;0;-27;-3;19.47;2
318;0.10;-0.95;-0.14;3;-28;-4;19.67;2
319;-0.07;-0.88;-0.10;-2;-26;-3;19.34;2
320;0.00;-0.92;-0.07;0;-27;-2;19.80;2
321;0.14;-0.75;-0.07;4;-22;-2;19.67;2
322;0.17;-0.92;-0.17;5;-27;-5;19.61;2
323;0.17;-0.98;-0.10;5;-29;-3;19.74;2
324;0.17;-0.78;-0.07;5;-23;-2;19.41;2
325;0.20;-0.98;-0.07;6;-29;-2;19.41;2
326;0.07;-0.92;-0.07;2;-27;-2;19.54;2
327;0.07;-0.92;-0.10;2;-27;-3;19.54;2
328;0.00;-0.92;-0.07;0;-27;-2;19.47;2
329;0.10;-0.92;-0.10;3;-27;-3;19.61;2
330;0.07;-0.92;-0.07;2;-27;-2;19.47;2
331;0.07;-0.78;-0.14;2;-23;-4;19.28;2
332;0.07;-0.92;-0.07;2;-27;-2;19.74;2
333;0.03;-0.92;-0.03;1;-27;-1;19.41;2
334;0.10;-0.85;-0.10;3;-25;-3;19.47;2
335;0.00;-0.95;-0.10;0;-28;-3;19.74;2
336;0.00;-0.92;-0.07;0;-27;-2;19.74;2
337;0.07;-0.88;-0.07;2;-26;-2;19.47;2
338;0.24;-0.98;0.03;7;-29;1;19.80;2
339;0.07;-0.85;-0.14;2;-25;-4;19.47;2
340;0.00;-0.98;-0.03;0;-29;-1;19.47;2
341;0.10;-0.71;-0.07;3;-21;-2;19.47;2
342;0.07;-0.88;-0.10;2;-26;-3;19.14;2
343;-0.03;-0.92;-0.07;-1;-27;-2;19.61;2
344;0.17;-0.92;-0.17;5;-27;-5;19.54;2
345;0.14;-0.88;-0.24;4;-26;-7;19.67;2
346;-0.03;-0.92;-0.14;-1;-27;-4;19.41;2
347;0.07;-0.88;-0.14;2;-26;-4;19.47;2
348;-0.03;-0.95;-0.07;-1;-28;-2;19.47;2
349;0.14;-0.85;-0.17;4;-25;-5;19.61;2
350;0.17;-0.92;-0.07;5;-27;-2;19.61;2
351;0.07;-0.95;-0.10;2;-28;-3;19.61;2
352;0.00;-0.85;-0.14;0;-25;-4;19.61;2
353;0.10;-0.88;-0.14;3;-26;-4;19.47;2
354;0.17;-0.92;-0.07;5;-27;-2;19.41;2
355;0.03;-0.85;-0.07;1;-25;-2;19.67;2
356;0.07;-0.81;-0.03;2;-24;-1;19.54;2
357;0.03;-1.05;-0.07;1;-31;-2;19.67;2
358;0.03;-0.92;-0.14;1;-27;-4;19.61;2
359;0.14;-0.95;-0.03;4;-28;-1;19.47;2
360;0.00;-0.92;-0.07;0;-27;-2;19.67;2
361;0.03;-0.68;-0.10;1;-20;-3;19.41;2
362;0.14;-0.88;-0.10;4;-26;-3;19.54;2
363;0.14;-1.05;-0.07;4;-31;-2;19.54;2
364;-0.03;-0.88;-0.07;-1;-26;-2;19.41;2
365;0.17;-0.92;-0.10;5;-27;-3;19.34;2
366;0.07;-0.92;-0.07;2;-27;-2;19.47;2
367;0.20;-0.81;-0.14;6;-24;-4;19.54;2
368;0.14;-1.02;-0.03;4;-30;-1;19.74;2
369;0.00;-0.88;-0.03;0;-26;-1;19.74;2
370;0.07;-0.85;-0.14;2;-25;-4;19.74;2
371;0.10;-0.95;-0.10;3;-28;-3;19.28;2
372;0.20;-0.95;-0.17;6;-28;-5;19.54;2
373;0.10;-0.98;-0.03;3;-29;-1;19.67;2
374;-0.03;-1.02;-0.10;-1;-30;-3;19.80;2
375;0.20;-0.78;-0.10;6;-23;-3;19.41;2
376;-0.03;-0.92;-0.10;-1;-27;-3;19.61;2
377;0.03;-0.81;-0.14;1;-24;-4;19.54;2
378;0.14;-0.95;-0.17;4;-28;-5;19.61;2
379;0.20;-0.85;-0.10;6;-25;-3;19.54;2
380;0.14;-0.92;-0.10;4;-27;-3;19.54;2
381;0.07;-0.81;-0.10;2;-24;-3;19.87;2
382;0.20;-1.02;-0.07;6;-30;-2;19.61;2
383;0.10;-1.02;-0.10;3;-30;-3;19.47;2
384;0.10;-0.64;-0.14;3;-19;-4;19.47;2
385;0.03;-0.88;-0.07;1;-26;-2;19.34;2
386;0.00;-0.85;-0.03;0;-25;-1;19.61;2
387;0.10;-0.95;-0.10;3;-28;-3;19.61;2
388;-0.03;-0.95;-0.07;-1;-28;-2;19.41;2
389;0.17;-0.98;-0.10;5;-29;-3;19.87;2
390;0.10;-0.92;-0.17;3;-27;-5;19.47;2
391;0.03;-0.92;-0.10;1;-27;-3;19.54;2
392;0.07;-0.81;-0.03;2;-24;-1;19.67;2
393;0.07;-0.85;-0.14;2;-25;-4;19.47;2
394;0.03;-1.02;-0.07;1;-30;-2;19.61;2
395;0.03;-0.95;-0.10;1;-28;-3;19.54;2
396;0.07;-0.81;-0.07;2;-24;-2;19.54;2
397;-0.03;-0.88;-0.10;-1;-26;-3;19.47;2
398;0.10;-0.92;-0.10;3;-27;-3;19.74;2
399;0.03;-0.81;-0.10;1;-24;-3;19.61;2
400;0.00;-0.98;-0.03;0;-29;-1;19.61;2
401;0.07;-0.98;-0.14;2;-29;-4;19.54;2
402;0.07;-0.95;-0.10;2;-28;-3;19.54;2
403;0.03;-1.02;-0.17;1;-30;-5;19.41;2
404;-0.07;-0.92;0.00;-2;-27;0;19.47;2
405;0.14;-0.95;-0.07;4;-28;-2;19.54;2
406;0.14;-0.92;-0.03;4;-27;-1;19.61;2
407;0.14;-0.92;-0.03;4;-27;-1;19.41;2
408;0.14;-1.02;-0.07;4;-30;-2;19.80;2
409;0.10;-0.92;-0.10;3;-27;-3;19.54;2
410;0.03;-0.88;-0.07;1;-26;-2;19.61;2
411;0.10;-0.85;-0.07;3;-25;-2;19.74;2
412;0.00;-0.81;-0.10;0;-24;-3;19.61;2
413;-0.03;-0.98;-0.10;-1;-29;-3;19.61;2
414;0.10;-0.92;-0.17;3;-27;-5;19.80;2
415;-0.07;-0.88;-0.20;-2;-26;-6;19.61;2
416;0.07;-0.75;-0.14;2;-22;-4;19.80;2
417;0.03;-0.92;-0.03;1;-27;-1;19.47;2
418;0.14;-0.81;-0.10;4;-24;-3;19.54;2
419;-0.03;-0.81;-0.17;-1;-24;-5;19.28;2
420;-0.03;-0.95;-0.17;-1;-28;-5;19.54;2
421;0.14;-0.92;-0.07;4;-27;-2;19.61;2
422;0.17;-0.85;-0.10;5;-25;-3;19.61;2
423;0.17;-1.05;0.00;5;-31;0;19.61;2
424;0.17;-0.95;-0.10;5;-28;-3;19.67;2
425;0.14;-0.95;-0.07;4;-28;-2;19.67;2
426;0.14;-0.92;-0.07;4;-27;-2;19.61;2
427;0.03;-0.92;-0.17;1;-27;-5;19.54;2
428;-0.07;-0.92;-0.07;-2;-27;-2;19.54;2
429;-0.03;-0.92;-0.14;-1;-27;-4;19.67;2
430;0.17;-1.02;-0.10;5;-30;-3;19.67;2
431;0.00;-0.81;-0.07;0;-24;-2;19.34;2
432;0.03;-0.92;-0.20;1;-27;-6;19.41;2
433;0.03;-1.02;-0.10;1;-30;-3;19.67;2
434;0.00;-0.95;-0.07;0;-28;-2;19.47;2
435;-0.07;-0.71;-0.07;-2;-21;-2;19.61;2
436;0.10;-0.88;-0.07;3;-26;-2;19.74;2
437;0.10;-0.98;-0.10;3;-29;-3;19.61;2
438;0.14;-0.85;-0.07;4;-25;-2;19.54;2
439;0.03;-0.95;-0.10;1;-28;-3;19.93;2
440;0.10;-0.95;-0.10;3;-28;-3;19.67;2
441;0.03;-0.81;-0.14;1;-24;-4;19.54;2
442;0.00;-0.98;-0.03;0;-29;-1;19.61;2
443;0.14;-0.98;-0.07;4;-29;-2;19.54;2
444;0.03;-0.81;-0.03;1;-24;-1;19.41;2
445;0.10;-0.92;-0.07;3;-27;-2;19.54;2
446;0.03;-0.92;-0.10;1;-27;-3;19.74;2
447;0.14;-0.75;-0.07;4;-22;-2;19.61;2
448;0.17;-0.95;-0.14;5;-28;-4;19.67;2
449;-0.03;-1.02;-0.07;-1;-30;-2;19.74;2
450;0.10;-0.95;-0.17;3;-28;-5;19.41;2
451;0.07;-1.02;-0.17;2;-30;-5;19.61;2
452;0.10;-0.92;-0.10;3;-27;-3;19.61;2
453;0.10;-0.78;0.00;3;-23;0;19.61;2
454;0.00;-0.98;-0.10;0;-29;-3;19.47;2
455;0.10;-1.02;-0.10;3;-30;-3;19.61;2
